ID|PSET|ALT_PRONOUNCE|PRONOUN|VERB|GENDER|SYLLABARY|PRONOUNCE|ENGLISH|INTRO NOTE|END NOTE|APP_FILE
933||dé:dohlgó|Ꮥ³Ꮧ²-|ᎣᎵ͓²Ꭺ³Ꭲ||ᏕᏙᎵᎪᎢ|dé:dohlgó:ɂi|All of us usually understand things|||dee3dohl2goo3-i
934||dò:johlgó|Ꮩ¹Ꮵ²-|ᎣᎵ͓²Ꭺ³Ꭲ||ᏙᏦᎵᎪᎢ|dò:johlgó:ɂi|They and I usually understand things|||doo1johl2goo3-i
935||dò:sdohlgó|Ꮩ¹ᏍᏗ²-|ᎣᎵ͓²Ꭺ³Ꭲ||ᏙᏍᏙᎵᎪᎢ|dò:sdohlgó:ɂi|He and I usually understand things|||doo1sdohl2goo3-i
936|||Ꮧ̣²ᏍᏗ²-|Ꭳ²Ꮅ³ᏍᏗ||ᏗᏍᏙᎵᏍᏗ|disdo:hlísdi|For you both to understand things|||di2sdoo2hli3sdi
937|||Ꭰ¹Ꮵ̣²-, Ꭰ¹Ꭶ͓-|Ꭺ¹Ꮹ²Ꮤ||ᏩᏥᎪᏩᏔ|wà:jigò:wahta|Let him be seen|||waa1ji2goo1wah2ta
938||dé:ji:go:hv̌|Ꮥ³Ꮵ²-|Ꭺ²Ꮂ²³Ꭲ||ᏕᏥᎪᎲᎢ|dé:ji:go:hv̌:ɂi|You all saw them (inanimate) a while ago|||dee3jii2goo2hvv23-i
939||de:sdi:go:hv̌|Ꮥ²ᏍᏗ²-|Ꭺ²Ꮂ²³Ꭲ||ᏕᏍᏗᎪᎲᎢ|de:sdi:go:hv̌:ɂi|You both saw them (inanimate) a while ago|||dee2sdii2goo2hvv23-i
940||||Ꭴ²Ꮩ²Ꮣ||ᎤᏙᏓ|u:do:da|His father|||uu2doo2da
941|||Ꮪ²-, Ꮪ²Ꮹ͓-|Ꮎ̣³Ꭳ³Ꭲ||ᏚᎾᎣᎢ|du:náó:ɂi|He usually has flexible things|||duu2na3oo3-i
942||à:gwe:nv́:sv̌|Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎠᏇᏅᏒᎢ|à:gwe:nv́:sv̌:ɂi|I went a while ago|||aa1gwee2nvv3svv23-i
943|||Ꮥ²Ꭿ̣²-, Ꮥ²Ꭿ̣²-|Ꭰ̣¹Ꮪ²³Ꭹ̣³Ꭰ||ᏕᎭᏚᎩᎠ|de:hàtǔ:gía|You are drinking alcoholic drinks|||dee2ha1tuu23gi3a
944||dé:gi:ne:hv̌|Ꮥ³Ꭹ²-|Ꮑ²Ꮂ²³Ꭲ||ᏕᎩᏁᎲᎢ|dé:gi:ne:hv̌:ɂi|All of us had liquid things a while ago|||dee3gii2nee2hvv23-i
945||ò:ge:nv́:sv̌|Ꭳ¹Ꭹ²-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎣᎨᏅᏒᎢ|ò:ge:nv́:sv̌:ɂi|They and I went a while ago|||oo1gee2nvv3svv23-i
946||dò:gi:ne:hv̌|Ꮩ¹Ꭹ²-|Ꮑ²Ꮂ²³Ꭲ||ᏙᎩᏁᎲᎢ|dò:gi:ne:hv̌:ɂi|They and I had liquid things a while ago|||doo1gii2nee2hvv23-i
947||ù:ne:nv́:sv̌|Ꭴ¹Ꮒ²-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎤᏁᏅᏒᎢ|ù:ne:nv́:sv̌:ɂi|They went a while ago|||uu1nee2nvv3svv23-i
948|||Ꭱ¹Ꭹ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎡᎦᎦᏙᏍᏓ|è:gagà:tǒ:sda|Let all of us be looked at|||ee1ga2gaa1too23sda
949||dù:ni:ne:hv̌|Ꮪ¹Ꮒ²-|Ꮑ²Ꮂ²³Ꭲ||ᏚᏂᏁᎲᎢ|dù:ni:ne:hv̌:ɂi|They had liquid things a while ago|||duu1nii2nee2hvv23-i
950||gine:nv́:sv̌|Ꭹ̣²Ꮒ²-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎩᏁᏅᏒᎢ|gine:nv́:sv̌:ɂi|You and I went a while ago|||gi2nee2nvv3svv23-i
951|||Ꭱ¹Ꮒ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎡᎾᎦᏙᏍᏓ|è:nagà:tǒ:sda|Let you and me look at him|||ee1na2gaa1too23sda
952||de:gini:ne:hv̌|Ꮥ²Ꭹ̣²Ꮒ²-|Ꮑ²Ꮂ²³Ꭲ||ᏕᎩᏂᏁᎲᎢ|de:gini:ne:hv̌:ɂi|You and I had liquid things a while ago|||dee2gi2nii2nee2hvv23-i
953||ò:gine:nv́:sv̌|Ꭳ¹Ꭹ̣²Ꮒ²-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎣᎩᏁᏅᏒᎢ|ò:gine:nv́:sv̌:ɂi|He and I went a while ago|||oo1gi2nee2nvv3svv23-i
954|||Ꭱ¹Ꮧ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎡᏓᎦᏙᏍᏓ|è:dagà:tǒ:sda|Let all of us look at him|||ee1da2gaa1too23sda
955||dò:gini:ne:hv̌|Ꮩ¹Ꭹ̣²Ꮒ²-|Ꮑ²Ꮂ²³Ꭲ||ᏙᎩᏂᏁᎲᎢ|dò:gini:ne:hv̌:ɂi|He and I had liquid things a while ago|||doo1gi2nii2nee2hvv23-i
956|||Ꭱ¹Ꮵ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎡᏣᎦᏙᏍᏓ|è:jagà:tǒ:sda|Let you all look at him; Let you all be looked at|||ee1ja2gaa1too23sda
957||ù:ne:hó|Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꮑ²Ꮀ³Ꭲ||ᎤᏁᎰᎢ|ù:ne:hó:ɂi|He usually has a liquid|||uu1nee2hoo3-i
958|||Ꭸ²Ꮒ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎨᎾᎦᏙᏍᏓ|ge:nagà:tǒ:sda|Let you and me look at them (animate)|||gee2na2gaa1too23sda
959|||Ꮥ²Ꮵ̣²-, Ꮥ²Ꭶ͓-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ²*||ᏕᎦᎦᏙᏍᏓ|de:gagà:tǒ:sdā|I recently looked at them (inanimate)|||dee2ga2gaa1too23sda2
960|||Ꭿ̣²-|ɂᎴ¹Ꭶ||ᎯᎴᎦ|hílè:ga|You are climbing it|||hi3lee1ga
961||dà:gine:hó|Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꮑ²Ꮀ³Ꭲ||ᏓᎩᏁᎰᎢ|dà:gine:hó:ɂi|I usually have liquid things|||daa1gi2nee2hoo3-i
962|||Ꭸ²Ꮧ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎨᏓᎦᏙᏍᏓ|ge:dagà:tǒ:sda|Let all of us look at them (animate)|||gee2da2gaa1too23sda
963||de:jane:hó|Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|Ꮑ²Ꮀ³Ꭲ||ᏕᏣᏁᎰᎢ|de:jane:hó:ɂi|You usually have liquid things|||dee2ja2nee2hoo3-i
964|||Ꭸ²Ꮵ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎨᏣᎦᏙᏍᏓ|ge:jagà:tǒ:sda|Let you all look at them (animate)|||gee2ja2gaa1too23sda
965|||Ꭱ¹ᏍᏗ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎡᏍᏓᎦᏙᏍᏓ|è:sdagà:tǒ:sda|Let you both look at him; Let you both be looked at|||ee1sda2gaa1too23sda
966|||Ꭱ¹Ꭹ̣²Ꮒ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎡᎩᎾᎦᏙᏍᏓ|è:ginagà:tǒ:sda|Let you and me be looked at|||ee1gi2na2gaa1too23sda
967||jagowhtǐ:sgó|Ꮳ̣²-, Ꮳ̣²-|ᎪᏩ͓²Ꮨ²³ᏍᎪ̣³Ꭲ||ᏣᎪᏩᏘᏍᎪᎢ|jagowhtǐ:sgóɂi|He is often seeing you|||ja2gowh2tii23sgo3-i
968|||Ꮷ²-, Ꮷ²Ꮹ͓-|Ꭰ̣²Ꭶ͓Ꮩ²³ᏍᏙᏗ||ᏧᎦᏙᏍᏙᏗ|ju:ktǒ:sdóhdi|For him to look at them|||juu2ktoo23sdoh3di
969|||Ꭼ²-, Ꭼ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᎬᎪᏩᏘᎭ|gv:gowhtíha|I am seeing you|||gvv2gowh2ti3ha
970|||Ꮵ²-, Ꮵ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᏥᎪᏩᏘᎭ|ji:gowhtíha|I am seeing him|||jii2gowh2ti3ha
971||sdi:hv̌|ᏍᏗ²-|Ꮂ²³Ꭲ||ᏍᏗᎲᎢ|sdi:hv̌:ɂi|You both had something a while ago|||sdii2hvv23-i
972|||ᏍᏛ²-, ᏍᏛ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᏍᏛᎪᏩᏘᎭ|sdv:gowhtíha|I am seeing you both; We two are seeing you or you both|||sdvv2gowh2ti3ha
973||ì:ji:hv̌|Ꭲ¹Ꮵ²-|Ꮂ²³Ꭲ||ᎢᏥᎲᎢ|ì:ji:hv̌:ɂi|You all had something a while ago|||ii1jii2hvv23-i
974|||Ꭶ̣²Ꮵ²-, Ꭶ̣²Ꮵ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᎦᏥᎪᏩᏘᎭ|gaji:gowhtíha|I am seeing them (animate)|||ga2jii2gowh2ti3ha
975|||Ꮧ̣²Ꮵ̣²-|Ꭰ̣²Ꭶ͓Ꮩ²³ᏍᏓ||ᏗᏣᎦᏙᏍᏓ|dijaktǒ:sda|Let you all look at them (inanimate)|||di2ja2ktoo23sda
976|||Ꮧ̣²ᏍᏗ²-|ᎣᎵ͓²Ꭹ||ᏗᏍᏙᎵᎩ|disdohlgi|Let you both understand things|||di2sdohl2gi
977|||Ꭰ̣²-, Ꭶ̣²-|ᎣᎵ͓²Ꭶ||ᎪᎵᎦ|gohlga|He understands it; He recognizes him|||gohl2ga
978|||ᏍᎩ̣²Ꮒ²-|Ꭺ¹Ꮹ²Ꮤ||ᏍᎩᏂᎪᏩᏔ|sgini:gò:wahta|Let you or you both see us both|||sgi2nii2goo1wah2ta
979|||Ꮥ³Ꮵ²-|Ꭺ¹Ꮹ²Ꮤ²||ᏕᏥᎪᏩᏔ|dé:ji:gò:wahtā|You all recently saw them (inanimate)|||dee3jii2goo1wah2ta2
980|||Ꮥ²ᏍᏗ²-|Ꭺ¹Ꮹ²Ꮤ²||ᏕᏍᏗᎪᏩᏔ|de:sdi:gò:wahtā|You both recently saw them (inanimate)|||dee2sdii2goo1wah2ta2
981||||Ꭶ²Ꭿ²Ꮵ||ᎦᎯᏥ|gahi:ji|You one, their mother|||ga2hii2ji
982|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꭱ²Ꮕ¹ᏍᏗ||ᎠᏇᏅᏍᏗ|à:gwe:nv̀:sdi|For me to go|||aa1gwee2nvv1sdi
983||dà:di:tasgó|Ꮣ̣²-, Ꮥ²Ꭶ̣²-|Ꭰ¹Ꮧ²Ꮤ̣²ᏍᎪ³Ꭲ||ᏓᏗᏔᏍᎪᎢ|dà:di:tasgó:ɂi|He usually is drinking drinks|||daa1dii2ta2sgoo3-i
984|||Ꮥ²Ꮵ̣²-, Ꮥ²Ꭶ͓-|Ꭰ̣¹Ꮪ²³Ꭹ̣³Ꭰ*||ᏕᎦᏚᎩᎠ|de:gaɂdǔ:gía|I am drinking alcoholic drinks|||dee2ga-2duu23gi3a
985|||Ꭳ¹Ꭹ²-|Ꭱ²Ꮕ¹ᏍᏗ||ᎣᎨᏅᏍᏗ|ò:ge:nv̀:sdi|For them and me to go|||oo1gee2nvv1sdi
986|||Ꮩ¹Ꭹ²-|Ꮑ̣³Ꭽ||ᏙᎩᏁᎭ|dò:gi:néha|They and I have liquid things|||doo1gii2ne3ha
987|||Ꭴ¹Ꮒ²-|Ꭱ²Ꮕ¹ᏍᏗ||ᎤᏁᏅᏍᏗ|ù:ne:nv̀:sdi|For them to go|||uu1nee2nvv1sdi
988|||Ꭰ¹Ꮒ²-|Ꭱ³Ꭺ̣³Ꭲ||ᎠᏁᎪᎢ|à:né:góɂi|They usually are going|||aa1nee3go3-i
989|||Ꭹ̣²Ꮒ²-|Ꭱ²Ꮕ¹ᏍᏗ||ᎩᏁᏅᏍᏗ|gine:nv̀:sdi|For you and me to go|||gi2nee2nvv1sdi
990|||Ꭳ¹Ꭹ̣²Ꮒ²-|Ꭱ²Ꮕ¹ᏍᏗ||ᎣᎩᏁᏅᏍᏗ|ò:gine:nv̀:sdi|For him and me to go|||oo1gi2nee2nvv1sdi
991|||Ꭿ̣²-|ɂᎷ¹Ꭶ||ᎯᎷᎦ|hilù:ga|Let you climb it|||hi2luu1ga
992||je:nv́:sv̌|Ꮳ̣²-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᏤᏅᏒᎢ|je:nv́:sv̌:ɂi|You went a while ago|||jee2nvv3svv23-i
993||ù:ne:hv̌|Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꮑ²Ꮂ²³Ꭲ||ᎤᏁᎲᎢ|ù:ne:hv̌:ɂi|He had a liquid a while ago|||uu1nee2hvv23-i
994||ì:ge:nv́:sv̌|Ꭲ¹Ꭹ²-|Ꭱ²Ꮕ³Ꮢ²³Ꭲ||ᎢᎨᏅᏒᎢ|ì:ge:nv́:sv̌:ɂi|All of us went a while ago|||ii1gee2nvv3svv23-i
995||dà:gine:hv̌|Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꮑ²Ꮂ²³Ꭲ||ᏓᎩᏁᎲᎢ|dà:gine:hv̌:ɂi|I had liquid things a while ago|||daa1gi2nee2hvv23-i
996|||Ꮥ³Ꮵ²-|Ꭾ³ᏍᏗ||ᏕᏥᎮᏍᏗ|dé:ji:hé:sdi|You all will be having things|||dee3jii2hee3sdi
997|||Ꮥ²ᏍᏗ²-|Ꭾ³ᏍᏗ||ᏕᏍᏗᎮᏍᏗ|de:sdi:hé:sdi|You both will be having things|||dee2sdii2hee3sdi
998|||Ꭲ¹Ꮧ²-|Ꭰ̣²Ꮪ²³Ꭹ||ᎢᏓᏚᎩ|ì:datǔ:gi|Let all of us drink something alcoholic|||ii1da2tuu23gi
999|||Ꭸ²ᏍᏗ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎨᏍᏓᎦᏙᏍᏓ|ge:sdagà:tǒ:sda|Let you both look at them (animate)|||gee2sda2gaa1too23sda
1000|||Ꭿ²-, Ꭿ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᎯᎪᏩᏘᎭ|hi:gowhtíha|You are seeing him|||hii2gowh2ti3ha
1001|||Ꭲ¹Ꮸ²-, Ꭲ¹Ꮸ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᎢᏨᎪᏩᏘᎭ|ì:jv:gowhtíha|I, we two, or we all are seeing you all; We all are seeing you, two|||ii1jvv2gowh2ti3ha
1002|||Ꭲ¹ᏍᎩ²-, Ꭲ¹ᏍᎩ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᎢᏍᎩᎪᏩᏘᎭ|ì:sgi:gowhtíha|You, two, or all are seeing us all; You all are seeing me|||ii1sgii2gowh2ti3ha
1003|||Ꭶ̣²Ꭿ²-, Ꭶ̣²Ꭿ²Ꮿ͓-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᎦᎯᎪᏩᏘᎭ|gahi:gowhtíha|You are seeing them (animate)|||ga2hii2gowh2ti3ha
1004|||Ꭰ̣²-, Ꭶ̣²-|ᎣᎵ͓²Ꭶ²||ᎪᎵᎦ|gohlgā|He recently understood it; He recently recognized him|||gohl2ga2
1005|||Ꮧ̣²Ꮵ̣²-|ᎪᏩ͓²Ꮫ³Ꮧ||ᏗᏥᎪᏩᏛᏗ|diji:gowhtv́hdi|For you all to see them (inanimate)|||di2jii2gowh2tvh3di
1006|||ᏍᎩ̣²Ꮒ²-|Ꭺ¹Ꮹ²Ꮤ||ᏍᎩᏂᎪᏩᏔ|sgini:gò:wahta|Let you both see me|||sgii2nii2goo1wah2ta
1007||||Ꭼ²Ꮩ²Ꮣ||ᎬᏙᏓ|gv:do:da|I, your father|||gvv2doo2da
1008||dé:gi:hyá:ɂv̌|Ꮥ³Ꭹ²-|ɂᏯ³Ꭵ²³Ꭲ||ᏕᎩᏯᎥᎢ|dé:gi:hyá:ɂv̌:ɂi|All of us ate flexible things a while ago|||dee3gii2hyaa3-vv23-i
1009||dò:gi:hyá:ɂv̌|Ꮩ¹Ꭹ²-|ɂᏯ³Ꭵ²³Ꭲ||ᏙᎩᏯᎥᎢ|dò:gi:hyá:ɂv̌:ɂi|They and I ate flexible things a while ago|||doo1gii2hyaa3-vv23-i
1010|||Ꮥ²Ꮵ̣²-, Ꮥ²Ꭶ͓-|Ꭽ̣²Ꮧ²³Ꮤ²||ᏕᎦᎭᏗᏔ|de:ga:dǐ:tā|I recently drank drinks|||dee2gaa2dii23ta2
1011|||Ꮣ¹Ꮒ²-|Ꭰ̣¹Ꮪ²³Ꭹ̣³Ꭰ||ᏓᎾᏚᎩᎠ|dà:nàtǔ:gía|They are drinking alcoholic drinks|||daa1na1tuu23gi3a
1012||dù:ni:hyá:ɂv̌|Ꮪ¹Ꮒ²-|ɂᏯ³Ꭵ²³Ꭲ||ᏚᏂᏯᎥᎢ|dù:ni:hyá:ɂv̌:ɂi|They ate flexible things a while ago|||duu1nii2hyaa3-vv23-i
1013|||Ꮥ³Ꮒ²-|Ꭰ̣¹Ꮪ²³Ꭹ̣³Ꭰ||ᏕᎾᏚᎩᎠ|dé:nàtǔ:gía|You and I are drinking alcoholic drinks|||dee3na1tuu23gi3a
1014||de:gini:hyá:ɂv̌|Ꮥ²Ꭹ̣²Ꮒ²-|ɂᏯ³Ꭵ²³Ꭲ||ᏕᎩᏂᏯᎥᎢ|de:gini:hyá:ɂv̌:ɂi|You and I ate flexible things a while ago|||dee2gi2nii2hyaa3-vv23-i
1015|||Ꮥ³Ꮧ²-|Ꭰ̣¹Ꮪ²³Ꭹ̣³Ꭰ||ᏕᏓᏚᎩᎠ|dé:dàtǔ:gía|All of us are drinking alcoholic drinks|||dee3da1tuu23gi3a
1016|||Ꭲ¹Ꮒ²-|Ꭱ³Ꭺ̣³Ꭲ||ᎢᏁᎪᎢ|ì:né:góɂi|You and I usually are going|||ii1nee3go3-i
1017||dò:gini:hyá:ɂv̌|Ꮩ¹Ꭹ̣²Ꮒ²-|ɂᏯ³Ꭵ²³Ꭲ||ᏙᎩᏂᏯᎥᎢ|dò:gini:hyá:ɂv̌:ɂi|He and I ate flexible things a while ago|||doo1gi2nii2hyaa3-vv23-i
1018|||Ꮩ¹Ꮵ²-|Ꭰ̣¹Ꮪ²³Ꭹ̣³Ꭰ||ᏙᏣᏚᎩᎠ|dò:jàtǔ:gía|They and I are drinking alcoholic drinks|||doo1ja1tuu23gi3a
1019|||Ꮳ̣²-|Ꭱ²Ꮕ¹ᏍᏗ||ᏤᏅᏍᏗ|je:nv̀:sdi|For you to go|||jee2nvv1sdi
1020|||Ꭳ¹Ꮵ²-|Ꭰ¹Ꮧ̣²Ꭽ||ᎣᏣᏗᎭ|ò:jadiha|They and I are saying|||oo1ja2di2ha
1021|||Ꭲ¹Ꮧ²-|Ꭱ³Ꭺ̣³Ꭲ||ᎢᏕᎪᎢ|ì:dé:góɂi|All of us usually are going|||ii1dee3go3-i
1022|||Ꮩ¹ᏍᏗ²-|Ꭰ̣¹Ꮪ²³Ꭹ̣³Ꭰ||ᏙᏍᏓᏚᎩᎠ|dò:sdàtǔ:gía|He and I are drinking alcoholic drinks|||doo1sda1tuu23gi3a
1023|||Ꭲ¹Ꭹ²-|Ꭱ²Ꮕ¹ᏍᏗ||ᎢᎨᏅᏍᏗ|ì:ge:nv̀:sdi|For all of us to go|||ii1gee2nvv1sdi
1024|||Ꭳ¹ᏍᏗ²-|Ꭰ¹Ꮧ̣²Ꭽ||ᎣᏍᏓᏗᎭ|ò:sdadiha|He and I are saying|||oo1sda2di2ha
1025|||Ꭿ̣²-|ɂᎷ¹Ꭶ²||ᎯᎷᎦ|hilù:gā|You recently climbed it|||hi2luu1ga2
1026|||Ꮧ̣²Ꮵ̣²-|ᏍᏗ²³Ꭹ³²ᏍᏗ||ᏗᏥᏍᏗᎩᏍᏗ|diji:sdǐ:gî:sdi|For you all to eat long things|||di2jii2sdii23gii32sdi
1027|||Ꮧ̣²ᏍᏗ²-|Ꭰ̣²Ꮪ²³Ꭹ³²ᏍᏗ||ᏗᏍᏓᏚᎩᏍᏗ|disdatǔ:gî:sdi|For you both to drink alcoholic drinks|||di2sda2tuu23gii32sdi
1028|||Ꮥ³Ꮵ²-|Ꮎ̣³Ꭰ||ᏕᏥᎾᎠ|dé:ji:náɂa|You all have flexible things|||dee3jii2na3-a
1029|||Ꮥ²ᏍᏗ²-|Ꮎ̣³Ꭰ||ᏕᏍᏗᎾᎠ|de:sdi:náɂa|You both have flexible things|||dee2sdii2na3-a
1030|||Ꭳ¹Ꭹ²-|ɂᏰ¹ᏍᏗ||ᎣᎩᏰᏍᏗ|ò:gi:hyè:sdi|For them and me to eat something flexible|||oo1gii2hyee1sdi
1031|||Ꭳ¹Ꭹ̣²Ꮒ²-|ɂᏰ¹ᏍᏗ||ᎣᎩᏂᏰᏍᏗ|ò:gini:hyè:sdi|For him and me to eat something flexible|||oo1gi2nii2hyee1sdi
1032|||Ꭿ²-, Ꭿ²Ꮿ͓-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎯᏯᎦᏙᏍᏓ|hi:yagà:tǒ:sda|Let you look at him|||hii2ya2gaa1too23sda
1033|||Ꭲ¹ᏍᎩ²-, Ꭲ¹ᏍᎩ²Ꮿ͓-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎢᏍᎩᏯᎦᏙᏍᏓ|ì:sgi:yagà:tǒ:sda|Let you, two, or all look at us all; Let you all look at me|||ii1sgii2ya2gaa1too23sda
1034|||Ꭶ̣²Ꭿ²-, Ꭶ̣²Ꭿ²Ꮿ͓-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ*||ᎦᎯᏯᎦᏙᏍᏓ|gahi:yagà:tǒ:sda|Let you look at them (animate)|||ga2hii2ya2gaa1too23sda
1035|||Ꭸ²ᏍᏗ²-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ²*||ᎨᏍᏓᎦᏙᏍᏓ|ge:sdagà:tǒ:sdā|You both recently looked at them (animate); They recently looked at you both|||gee2sda2gaa1too23sda2
1036|||Ꭱ¹Ꮳ̣²-, Ꭱ¹Ꮳ̣²-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᎡᏣᎪᏩᏘᎭ|è:jagowhtíha|You are being seen|||ee1ja2gowh2ti3ha
1037|||Ꭸ²Ꮳ̣²-, Ꭸ²Ꮳ̣²-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᎨᏣᎪᏩᏘᎭ|ge:jagowhtíha|They are seeing you|||gee2ja2gowh2ti3ha
1038|||Ꮵ̣²-, Ꭶ͓-|Ꭰ¹Ꭶ¹Ꮩ²³ᏍᏗ*||ᎦᎦᏙᏍᏗ|gagà:tǒ:sdi|I am looking at it|||ga2gaa1too23sdi
1039|||Ꭱ¹Ꭹ²-|Ꭰ̣²Ꮪ²Ꮅ̣³Ꭽ||ᎡᎦᏚᎵᎭ|è:gadu:líha|All of us are wanted|||ee1ga2duu2li3ha
1040|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꭳ²Ꮅ³ᏍᏗ||ᎠᏉᎵᏍᏗ|à:gwo:hlísdi|For me to understand it; For him to recognize me|||aa1gwoo2hli3sdi
1041|||Ꭼ²-, Ꭼ²Ꮿ͓-|Ꭰ̣²Ꮪ²Ꮅ̣³Ꭽ||ᎬᏯᏚᎵᎭ|gv:yadu:líha|I am wanting you|||gvv2ya2duu2li3ha
1042|||Ꮵ²-, Ꮵ²Ꮿ͓-|Ꭰ̣²Ꮪ²Ꮅ̣³Ꭽ||ᏥᏯᏚᎵᎭ|ji:yadu:líha|I am wanting him|||jii2ya2duu2li3ha
1043|||ᏍᏛ²-, ᏍᏛ²Ꮿ͓-|Ꭰ̣²Ꮪ²Ꮅ̣³Ꭽ||ᏍᏛᏯᏚᎵᎭ|sdv:yadu:líha|I am wanting you both; We two are wanting you or you both|||sdvv2ya2duu2li3ha
1044|||Ꭱ¹Ꭹ̣²Ꮒ²-|Ꭰ̣²Ꮪ²Ꮅ̣³Ꭽ||ᎡᎩᎾᏚᎵᎭ|è:ginadu:líha|You and I are wanted|||ee1gi2na2duu2li3ha
1045|||Ꭶ̣²Ꮵ²-, Ꭶ̣²Ꮵ²Ꮿ͓-|Ꭰ̣²Ꮪ²Ꮅ̣³Ꭽ||ᎦᏥᏯᏚᎵᎭ|gaji:yadu:líha|I am wanting them (animate)|||ga2jii2ya2duu2li3ha
1046|||Ꭰ¹Ꮒ²-|Ꭺ¹Ꮹ²Ꮤ²||ᎠᏂᎪᏩᏔ|à:ni:gò:wahtā|They recently saw him; They recently saw it|||aa1nii2goo1wah2ta2
1047||||Ꭿ²Ꮩ²Ꮣ||ᎯᏙᏓ|hi:do:da|You one, his father|||hii2doo2da
1048|||Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|Ꭰ̣²Ꮕ͓Ꮤ||ᏕᏣᏅᏔ|de:janhta|You know things|||dee2ja2nhta
1049||dù:sdí:gv̌|Ꮪ²-, Ꮪ²Ꮹ͓-|¹ᏍᏗ³Ꭼ²³Ꭲ||ᏚᏍᏗᎬᎢ|dù:sdí:gv̌:ɂi|He ate long things a while ago|||duu1sdii3gvv23-i
1050||dé:gí:du:hnv̌|Ꮥ³Ꭹ²-|ɂ³Ꮪ²Ꮕ²³Ꭲ||ᏕᎩᏚᏅᎢ|dé:gí:du:hnv̌:ɂi|All of us baked things a while ago|||dee3gii3duu2hnvv23-i
1051||de:jiyé:sgó|Ꮥ²Ꮵ̣²-, Ꮥ²Ꭶ͓-|ɂᏰ³ᏍᎪ³Ꭲ*||ᏕᏥᏰᏍᎪᎢ|de:jiyé:sgó:ɂi|I am usually eating flexible things|||dee2ji2yee3sgoo3-i
1052|||Ꮣ̣²-, Ꮥ²Ꭶ̣²-|¹ᏍᏗ²³Ꭹ̣³Ꭰ||ᏓᏍᏗᎩᎠ|dàsdǐ:gíɂa|He is eating long things|||da1sdii23gi3-a
1053||dò:gí:du:hnv̌|Ꮩ¹Ꭹ²-|ɂ³Ꮪ²Ꮕ²³Ꭲ||ᏙᎩᏚᏅᎢ|dò:gí:du:hnv̌:ɂi|They and I baked things a while ago|||doo1gii3duu2hnvv23-i
1054|||Ꮥ²Ꭿ̣²-, Ꮥ²Ꭿ̣²-|Ꭽ̣²Ꮧ²³Ꮤ²||ᏕᎯᎭᏗᏔ|de:ha:dǐ:tā|You recently drank drinks|||dee2haa2dii23ta2
