,SYLLABARY,PRONUNCIATION,POS,DEFINITIONS,HFRANCIS LIST VERIFIED,TLW Notes
,ᎤᎵᎸᎢ,u:hlilv̌ʔi,,,,
,ᎠᎵᎰᎢ,a:hlihóʔi,,,,
,ᎭᎵᎦ,ha:hlga,,,,
,ᎤᎵᏍᏗ,u:hlsdi,,,,
note,"ᎤᎩᏨᏛᏃ ᏚᎾᏄᎪᏤᎴ <u>ᎠᎾᎵᎲᎢ</u> …
‘On the succeeding day, also, he shewed himself to them as <u>they are striving</u> …
[ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 7:26]",,,,,
,,,,,,
ENTRY,ᎠᎵᎮᎵᎦ,a:li:hé:li:ga,vi,"He is happy.;
He is giving thanks.",,
,ᎦᎵᎡᎵᎦ,ga:liʔé:li:ga,,,,
,ᎤᎵᎮᎵᏨᎢ,u:li:hé:li:jv̌ʔi,,,,
,ᎠᎵᎮᎵᎪᎢ,a:li:hé:li:góʔi,,,,
,ᎭᎵᎮᎵᎩ,ha:li:hé:li:gi,,,,
,ᎤᎵᎮᎵᏍᏗ,u:li:hé:li:sdi,,,,
note,"ᎾᏍᎩᏃ ᎤᏭᏖᏒᎩ ᎠᎴ <u>ᎤᎵᎮᎵᏨᎩ</u> …
the which he took up and <u>rejoiced</u> therein …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᎵᎮᎵᏤᎭ,a:li:he:li:che:ha,vt,He is thanking him.,,
,ᏥᏯᎵᎡᎵᏤᎭ,*ji:ya:liʔe:li:che:ha,,,,
,ᎤᎵᎮᎵᏤᎸᎢ,u:li:he:li:cheʔlv̌ʔi,,,,
,ᎠᎵᎮᎵᏤᎰᎢ,a:li:he:li:che:hóʔi,,,,
,ᎯᏯᎵᎡᎵᏥᏏ,hi:ya:liʔe:li:chisi,,,,
,ᎤᎵᎮᎵᏤᏗ,u:li:he:li:che:hdi,,,,
note,"ᎢᎬᏱᏱ ᎨᏒᎢ, <u>ᏥᏯᎵᎡᎵᏤᎭ</u> ᎠᏆᏁᎳᏅᎯ ᎬᏗᎭ ᏚᏙᎥ ᏥᏌ ᎦᎶᏁᏛ …
first, indeed, <u>I thank</u> my God through Jesus Christ …
[ᎶᎻ 1:8]",,,,,
,,,,,,
ENTRY,ᎠᎵᏃᎮᏗᎭ,a:hlinohéhdiha,vt,He is speaking to him.,,
,ᏥᏯᎵᏃᎮᏗᎭ,ji:yaʔlinohéhdiha,,,,
,ᎤᎵᏃᎮᏔᏅᎢ,u:hlinohétanv̌ʔi,,,,
,ᎠᎵᏃᎮᏗᏍᎪᎢ,a:hlinohéhdsgóʔi,,,,
,ᎯᏯᎵᏃᎮᏓ,hi:yaʔlinohéhda,,,,
,ᎤᎵᏃᎮᏙᏗ,u:hlinohéhdo:hdi,,,,
note,"ᏧᏁᎶᏗ ᎠᎴ ᎤᏬᎯᏳᎯᏍᏛ <u>ᎠᎾᎵᏃᎮᏔᏂᏐ</u> ᎠᎾᎢᏒ ᎢᎾᎨᎢ, ᎯᎠ ᏄᏂᏪᏒ.
Christian and Pliable <u>went talking</u> over the Plain; and thus they began their discourse.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᎵᏇᏅᏗ,a:lgwe:hnv:hdi,n,Bed cover.,,
,,,,,,
ENTRY,ᎠᎵᏌᎵᎭ,a:lsali:ha,vt,"He is teasing him.;
He is picking on him.",,
,ᏥᏯᎵᏌᎵᎠ,ji:ya:lsaliʔa,,,,
,ᎤᎵᏌᎳᏅᎢ,u:lsa:hla:nv̌ʔi,,,,
,ᎠᎵᏌᎵᏍᎪᎢ,a:lsali:sgóʔi,,,,
,ᎯᏯᎵᏌᎳ,hi:ya:lsala,,,,
,ᎤᎵᏌᎵᏗ,u:lsa:hldi,,,,
,,,,,,
ENTRY,ᎠᎳᏍᎦᎶᏗ,a:lsga:hldi,n,Ball.,,Changed spelling based on Qualla docs from WCU collection. 
,,,,,,
ENTRY,ᎠᎵᏍᎩᎠ,a:lsgíʔa,vi,He is dancing.,x,
,ᎦᎵᏍᎩᎠ,ga:lsgíʔa,,,,
,ᎤᎵᏍᎩᏒᎢ,u:lsgísv̌ʔi,,,,
,ᎠᎵᏍᎩᏍᎪᎢ,a:lsgísgóʔi,,,,
,ᎭᎵᏍᎩ,ha:lsgi,,,,
,ᎤᎵᏍᎩᏍᏗ,u:lsgísdi,,,,
note,"ᎠᏂᎨᏯ <u>ᎠᎾᎵᏍᎩᎠ</u>.
The women <u>are dancing</u>.
[King pg 110]",,,,,
,,,,,,
ENTRY,ᎠᎵᏍᎫᏩᏍᎦ,ahlsgúwhsga,vi,He is nodding his head yes.,x,
,ᎦᎵᏍᎫᏩᏍᎦ,ga:hli:sgúwhsga,,,,
,ᎤᎵᏍᎫᏩᎲᎢ,uhlsgúwhv̌ʔi,,,,Corrected syllabary
,ᎠᎵᏍᎫᏩᏍᎪᎢ,ahlsgúwhsgóʔi,,,,Corrected syllabary
,ᎭᎵᏍᎫᏩ,hahlsgúwa,,,,
,ᎤᎵᏍᎫᏩᏍᏗ,uhlsgúwhsdi,,,,
,,,,,,
ENTRY,ᎠᎵᏍᏓᏴᎲᏍᎦ,ahlsdáʔyvhvsga,vi,He is eating a meal.,x,"Indicated short vowels, replaced intrusive /h/"
,ᎦᎵᏍᏓᏴᎥᏍᎦ,gaʔlsdáʔyvhvsga,,,,
,ᎤᎵᏍᏓᏴᏅᎢ,uhlsdáʔyvhnv̌ʔi,,,,
,ᎠᎵᏍᏓᏴᎲᏍᎪᎢ,ahlsdáʔyvhvsgóʔi,,,,
,ᎭᎵᏍᏓᏴᎲᎦ,hahlsdáʔyvhvga,,,,
,ᎤᎵᏍᏓᏴᏗ,uhlsdáʔyhdi,,,,
note,"ᎿᏉᏃ ᎠᏥᏝᏁᎴ <u>ᎤᎵᏍᏓᏴᏗ</u>; ᎠᏎᏃ ᎯᎠ ᏄᏪᏎᎢ, <u>ᎥᏝ ᏴᎦᎦᎵᏍᏓᏴᎲᎦ</u> ᎬᏂ ᏥᏃᏅᎭ ᏄᏍᏛ ᎠᎩᏃᎮᏗ ᎨᏒᎢ …
and setteth before him <u>to eat</u>; but he saith, '<u>I do not eat</u> till I have spoken my word;' …
[ᎼᏏ ᎢᎬᏱᏱ 24:33]",,,,,
,,,,,,
ENTRY,ᎠᎵᏍᏓᏴᏍᎦ,ahlsda:hyvhsga,vi,He is going to eat.,,"Indicated short vowels, replaced intrusive /h/"
,ᎦᎵᏍᏓᏴᏍᎦ,gaʔlsda:yvʔsga,,,,
,ᎤᎵᏍᏓᏴᏒᎢ,u:hlsda:hyvʔsv̌ʔi,,,,
,ᎠᎵᏍᏓᏴᏍᎪᎢ,ahlsda:hyvsgóʔi,,,,
,ᎭᎵᏍᏓᏴᎦ,hahlsda:yvʔuga,,,,
,ᎤᎵᏍᏓᏴᏍᏗ,u:hlsda:yvʔvsdi,,,,
,,,,,,
ENTRY,ᎠᎵᏍᏙᏯᏙᏗ,a:lsdo:hydo:hdi,n,Razor.,,
,,,,,,
ENTRY,ᎠᎵᏍᏚᎩᎠ,a:hlsdugiʔa,vt,He is pulling leaves off of a tree.,x,
,ᏥᎵᏍᏚᎩᎠ,jilsdugiʔa,,,Ꭰ vs Ꭶ usage,
,ᎤᎵᏍᏚᎩᏒᎢ,u:hlsdugi:sv̌ʔi,,,,
,ᎠᎵᏍᏚᎩᏍᎪᎢ,a:hlsdugi:sgóʔi,,,,
,ᎯᎵᏍᏚᎩ,hihlsdugi,,,,
,ᎤᎵᏍᏚᎩᏍᏗ,u:hlsdugí:sdi,,,,
,,,,,,
ENTRY,ᎠᎵᏍᏚᎵᎭ,a:lsdu:li:ha,vi,"He is washing hair.;
He is shampooing.",,
,ᎦᎵᏍᏚᎵᎠ,ga:lsdu:liʔa,,,,
,ᎤᎵᏍᏚᎴᎲᎢ,u:lsdu:le:hv̌ʔi,,,,
,ᎠᎵᏍᏚᎵᏍᎪᎢ,a:lsdu:li:sgóʔi,,,,
,ᎭᎵᏍᏚᎵ,ha:lsdu:li,,,,
,ᎤᎵᏍᏚᎵᏗ,u:lsdu:hldi,,,,
,,,,,,
ENTRY,ᎠᎵᏍᏚᎶᎯ,a:lsdu:lohi,n,"Bonnet.;
Scarf.",,
,,,,,,
ENTRY,ᎠᎵᏍᏛᏂᎭ,a:lsdv́hniha,vi,He is shaking his head no.,,
,ᎦᎵᏍᏛᏂᎭ,ga:lsdvʔniha,,,,
,ᎤᎵᏍᏛᏂᎸᎢ,u:lsdv́hnilv̌ʔi,,,,
,ᎠᎵᏍᏛᏂᎰᎢ,a:lsdv́hnihóʔi,,,,
,ᎭᎵᏍᏛᏂᎦ,ha:lsdv́hnga,,,,
,ᎤᎵᏍᏛᏂᏍᏗ,u:lsdv́hnsdi,,,,
,,,,,,
ENTRY,ᎠᎵᏎᎭ,a:li:se:ha,vt,He is carrying it on his back.,,
,ᎦᎵᏎᎠ,ga:li:seʔa,,,,
,ᎤᎵᏎᏒᎢ,u:li:sesv̌ʔi,,,,
,ᎠᎵᏎᎰᎢ,a:li:se:hóʔi,,,,
,ᎭᎵᏑᎦ,ha:li:su:ga,,,,
,ᎤᎵᏒᏍᏗ,u:li:svsdi,,,,
note,"ᎥᏝ ᏰᎵ ᎬᏆᏓᏅᏩᏗᏍᏗ ᏱᎩ, ᏂᎦᎵᏍᏙᏗ ᎯᎠ ᎦᎨᏗᏳ <u>ᏥᎦᎵᏎᎭ</u>.
I cannot go so fast as I would, by reason of this Burden <u>that is upon my back</u>.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᎵᏏᏅᏗᎭ,a:lsí:hndiha,vi,He is conserving it; he is saving it. ,,Changed syllabary to match known forms; corrected pronunciation to reflect King's long /i/ vowel; supplied additional meaning.  
,ᎦᎵᏏᏅᏗᎭ,ga:lsiʔndiha,,,,
,ᎤᎵᏏᏅᏓᏅᎢ,u:lsí:hndanv̌ʔi,,,,
,ᎠᎵᏏᏅᏗᏍᎪᎢ,a:lsí:hndisgóʔi,,,,
,ᎭᎵᏏᏅᏓ,ha:lsí:hnda,,,,
,ᎤᎵᏏᏅᏙᏗ,u:lsí:hndo:hdi,,,,
,,,,,,
ENTRY,ᎠᎵᏔᎹ,alitama,n,"Carolina wren.;
biol. <em>Thryothorus ludovicianus.</em>",,
,,,,,,
ENTRY,ᎠᎵᏔᏕᎦ,a:hltadé:ga,vi,He is jumping.,x,
,ᎦᎵᏔᏕᎦ,ga:hltadé:ga,,,(not on francis list),
,ᎤᎵᏔᏕᏒᎢ,u:ltadé:sv̌ʔi,,,,
,ᎠᎵᏔᏕᎪᎢ,a:hltadé:góʔi,,,,
,ᎭᎵᏔᏕᎦ,ha:lta:dé:ga,,,,
,ᎤᎵᏔᏛᏗ,u:lta:dvdi,,,,King seems to show *vi but it makes more sense as *vt to yield ultadvdi.  
,,,,,,
ENTRY,ᎠᎵᏖᎸᏂᎭ,a:lte:lv́:hniha,vt,He is swinging it.,,
,ᎦᎵᏕᎸᏂᎭ,ga:ldʔe:lv́:hniha,,,,
,ᎤᎵᏖᎸᏂᎸᎢ,u:lte:lv́:hnilv̌ʔi,,,,
,ᎠᎵᏖᎸᏂᎰᎢ,a:lte:lv́:hnihóʔi,,,,
,ᎭᎵᏖᎸᏂᎦ,ha:lte:lv́:hnga,,,,
,ᎤᎵᏖᎸᏂᏍᏗ,u:lte:lv́:hnsdi,,,,
,,,,,,
ENTRY,ᎠᎵᏗᎩᎠ,a:hlidgiʔa,vi,He is taking off running.,x,
,ᎦᎵᏗᎩᎠ,galidgiʔa,,,(dg??),
,ᎤᎵᏗᎩᏒᎢ,u:hlidgisv̌ʔi,,,"Should we list CED ""running away"" instead?",I suggest we add it rather than replace
,ᎠᎵᏗᎩᏍᎪᎢ,a:hlidgisgóʔi,,,Francis has IMM and PAST stems switched?,
,ᎭᎶᎩ,ha:hlo:gi,,,,
,ᎤᎵᏗᎩᏍᏗ,u:hlidgi:sdi,,,,
,,,,,,
ENTRY,ᎠᎵᏙᎩᏱᎠ,a:ltogi:yiʔa,vi,He is racing.,x,
,ᎦᎵᏙᎩᏱᎠ,ga:ldogi:yiʔa,,,,
,ᎤᎵᏙᎩᏱᏒᎢ,u:ltogi:yisv̌ʔi,,,,
,ᎠᎵᏙᎩᏱᏍᎪᎢ,a:ltogi:yisgóʔi,,,,
,ᎭᎵᏙᎩᏯ,ha:ltogi:ya,,,,
,ᎤᎵᏙᎩᏱᏍᏗ,u:ltogi:yi:sdi,,,,
,,,,,,
ENTRY,ᎠᎵᏣᏃᏍᎦ,ali:jano:sga,n,"Indigo bunting.;
biol. <em>Passerina cyanea.</em>",,
,,,,,,
ENTRY,ᎠᎵᏥᎭ,a:lji:ha,vi,It is boiling.,,
,-,,,,,
,ᎤᎵᏨᎯᎥᎢ,u:ljv́hi:v̌ʔi,,,,
,ᎠᎵᏥᏍᎪᎢ,a:lji:sgóʔi,,,,
,ᏩᎵᏣ,wa:lja,,,,
,ᎤᎵᏨᏗ,*u:ljhdi,,,,
,,,,,,
ENTRY,ᎠᎵᏥᏍᏈᏍᎦ,*a:lji:skwsga,vt,He is spitting.,x,
,ᎦᎵᏥᏍᏈᏍᎦ,*ga:lji:sgwsga,,,,
,ᎤᎵᏥᏍᏋᎢ,u:lji:skwv̌ʔi,,,,
,ᎠᎵᏥᏍᏈᏍᎪᎢ,*a:lji:skwsgóʔi,,,,
,ᎭᎵᏥᏍᏈ,ha:lji:sgwi,,,,
,ᎤᎵᏥᏍᏈᏍᏗ,*u:lji:skwsdi,,,,
note,"ᎾᏍᎩ ᏄᏪᏒ ᎦᏙᎯ <u>ᎤᎵᏥᏍᏋᎩ</u> …
These things saying, <u>he spat</u> on the ground …
[ᏣᏂ 9:6]",,,,,
,,,,,,
ENTRY,ᎠᎵᏥᏗᎭ,a:hli:dsdiha,vt,He is boiling it.,,
,ᎦᎵᏥᏗᎭ,gaʔli:dsdiha,,,,
,ᎤᎵᏥᏓᏅᎢ,u:hli:dsdanv̌ʔi,,,,
,ᎠᎵᏥᏗᏍᎪᎢ,a:hli:dsdisgóʔi,,,,
,ᎭᎵᏥᏓ,ha:hli:dsda,,,,
,ᎤᎵᏥᏙᏗ,u:hli:dsdo:di,,,,
,,,,,,
ENTRY,ᎠᎵᏥᏙᎲᏍᎦ,a:ljidóhv:sga,vi,He is preaching.,x,
,ᎦᎵᏥᏙᎥᏍᎦ,*ga:ljidohv:sga,,,Changed INF to match Francis,
,ᎤᎵᏥᏙᏅᎢ,u:ljidóhnv̌ʔi,,,,
,ᎠᎵᏥᏙᎲᏍᎪᎢ,a:ljidóhv:sgóʔi,,,,
,ᎭᎵᏥᏙᎲᎦ,ha:ljidóhv:ga,,,,
,ᎤᎵᏥᏙᏗ,u:ljido:hdi,,,,
note,"… ᎠᎴ <u>ᎠᎵᏥᏙᎲᏍᎬᎩ</u> ᎣᏍᏛ ᎧᏃᎮᏛ …
… and <u>proclaiming</u> the good news …
[ᎹᏚ 9:35]",,,,,
,,,,,,
ENTRY,ᎠᎵᏥᏙᎲᏍᎩ,a:ljidohvsgi,n,Preacher.,,
note,"… ᎠᎴ ᎦᏙ ᏱᎦᎵᏍᏙᏓ ᏯᎾᏛᎬᎦ ᎩᎶ <u>ᎠᎵᏥᏙᎲᏍᎩ</u> ᏄᏁᎲᎾ ᏱᎩ?
… and how shall they hear apart from <u>one preaching</u>?
[ᎶᎻ 10:14]",,,,,
,,,,,,
ENTRY,ᎠᎵᏰᎲᏍᎦ,a:liyehv:sga,vi,"It (a plant) is growing.;
It is sprouting.",x,
,-,,,,,
,ᎤᎵᏰᏅᎢ,u:liye:hnv̌ʔi,,,,
,ᎠᎵᏰᎲᏍᎪᎢ,a:liyehv:sgóʔi,,,,
,ᏩᎵᏰᎲᎦ,wa:liyehv:ga,,,,
,ᎤᎵᏰᏗ,u:liye:hdi,,,,
note,"ᎿᏉᏃ <u>ᎤᎵᏰᏅ</u> ᎠᎴ ᎤᎦᏔᏔᏅ ᎾᏍᏉ ᎤᏲ ᎤᎾᏄᎪᏤᎢ.
and when the <u>herb sprang up</u>, and yielded fruit, then appeared also the darnel.
[ᎹᏚ 13:26]",,,,,
,,,,,,
ENTRY,ᎠᎵᏰᎵ,a:hliyé:li,vi,He is moving.,,
,ᎦᎵᏰᎵ,gaʔliyé:li,,,,
,ᎤᎵᏰᎴᏒᎢ,u:hliyé:lesv̌ʔi,,,,
,ᎠᎵᏰᎵᏐᎢ,a:hliyé:li:sóʔi,,,,
,ᎭᎵᏰᎵᎦ,ha:hliyé:lʔga,,,,
,ᎤᎵᏰᎸᏍᏗ,u:hliyé:lvsdi,,,,
,,,,,,
ENTRY,ᎠᎵᏰᎶᏍᎦ,a:hliyéhlo:sga,vi,It is come to a point …,x,
,-,,,,,
,ᎤᎵᏰᎶᎸᎢ,u:hliyéhlolv̌ʔi,,,,
,ᎠᎵᏰᎶᏍᎪᎢ,a:hliyéhlo:sgóʔi,,,,
,ᏩᎵᏰᎶᎦ,wa:hliyéhlo:ga,,,,
,ᎤᎵᏰᎶᎯᏍᏗ,u:hliyéhlo:hisdi,,,,
note,"“ᎤᎾᏙᏓᏆᏍᎪᏃ <u>ᎤᎵᏰᎶᎸ</u>.”
“And the sabbath <u>having come</u>.”
[ᎹᎦ 6:2]
Literally - “And they often have holiday - <u>it did come to that point</u>.”",,,,,
,,,,,,
ENTRY,ᎠᎵᏰᏑᎶ,aliyésulo,n,Gloves.,,
,,,,,,
ENTRY,ᎠᎵᏰᏑᏍᏓᎩᎠ,a:li:ye:su:sdagíʔa,vt,He is taking off a ring.,x,
,ᎦᎵᏰᏑᏍᏓᎩᎠ,ga:li:ye:su:sdagíʔa,,,Francis list looks to be in error for HAB,
,ᎤᎵᏰᏑᏍᏓᎩᏒᎢ,u:li:ye:su:sdagísv̌ʔi,,,,
,ᎠᎵᏰᏑᏍᏓᎩᏍᎪᎢ,a:li:ye:su:sdagísgóʔi,,,,
,ᎭᎵᏰᏑᏍᏓᎩ,ha:li:ye:su:sdagi,,,,
,ᎤᎵᏰᏑᏍᏓᎩᏍᏗ,u:li:ye:su:sdagísdi,,,,
,,,,,,
ENTRY,ᎠᎵᏲᏪᏗᎭ,a:hliyo:wéhdiha,vi,"He is pouting.;
He is brooding.",,
,ᎦᎵᏲᏪᏗᎭ,gaʔliyo:wéhdiha,,,,
,ᎤᎵᏲᏪᏔᏅᎢ,u:hliyo:wéta:nv̌ʔi,,,,
,ᎠᎵᏲᏪᏗᏍᎪᎢ,a:hliyo:wéhdisgóʔi,,,,
,ᎭᎵᏲᏪᏓ,ha:hliyo:wéhda,,,,
,ᎤᎵᏲᏪᏙᏗ,u:hliyo:wéhdo:hdi,,,,
,,,,,,
ENTRY,ᎠᎶᏍᎦ,ahlo:sga,vt,"He is winning.;
He is beating him in a game.",x,
,ᏥᎶᏍᎦ,jì:lo:sga,,,Francis: Legibility of U vs O,
,ᎤᏩᎶᏒᎢ,u:wa:hlo:sv̌ʔi,,,,
,ᎠᎶᏍᎪᎢ,ahlo:sgóʔi,,,,
,ᎯᎶᎯ,hì:lo:hi,,,,
,ᎤᏩᎶᎯᏍᏗ,u:wa:hlo:hisdi,,,,
,,,,,,
ENTRY,ᎠᎶᏕᎯᎭ,a:lóʔde:hiha,vt,He is kicking him.,,
,ᏥᏯᎶᏕᎢᎭ,ji:ya:lóʔdeʔiha,,,,
,ᎤᎶᏕᎸᎢ,u:lóʔde:hlv̌ʔi,,,,
,ᎠᎶᏕᎯᎰᎢ,a:lóʔde:hihóʔi,,,,
,ᎯᏯᎶᏕᎦ,hi:ya:lóʔdega,,,,
,ᎤᎶᏕᏍᏗ,u:lóʔde:sdi,,,,
note,"ᎩᎵ <u>ᏧᎶᏕᎸᎩ</u>.
<u>He kicked</u> the dog.
[King pg 72]",,,,,
,,,,,,
ENTRY,ᎠᎷᎸᎥᏍᎦ,a:lu:lv́ʔvʔhsga,vt,She is giving birth.,x,
,ᎦᎷᎸᎥᏍᎦ,ga:lu:lv́ʔvʔhsga,,,Minor changes for ʔ placement,
,ᎤᎷᎸᎥᏅᎢ,u:lu:lv́ʔvhnv̌ʔi,,,,
,ᎠᎷᎸᎥᏍᎪᎢ,a:lu:lv́ʔvʔhsgóʔi,,,,
,ᎭᎷᎸᎥᎦ,ha:lu:lv́ʔv:ga,,,,
,ᎤᎷᎸᏗ,u:lu:lv́:hdi,,,,
,,,,,,
ENTRY,ᎠᎸᎢᎭ,a:hlv́:iha,vt,"He is tying up.;
He is bandaging.",,
,ᎦᎸᎢᎭ,gaʔlv́:iha,,,,
,ᎤᎸᎸᎢ,u:hlv́ʔlv̌ʔi,,,,
,ᎠᎸᎢᎰᎢ,a:hlv́:ihóʔi,,,,
,ᎭᎸᏣ,ha:hlv́:ja,,,,
,ᎤᎸᏍᏗ,u:hlv́:sdi,,,,
note,"… ᎠᎴ ᏅᏓᎦᎵᏍᏙᏗᏍᎬᎩ ᎾᏍᎩ <u>ᎤᎸᎸᎢ</u>.
… and because <u>he had bound him</u>,
[ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 22:29]",,,,,
,,,,,,
ENTRY,ᎠᎹ,a:ma,n,Salt.,,
note,"ᎾᏂᎥᏰᏃ ᎠᏥᎸ ᎬᏗ ‾<u>ᎠᎹ</u> ᎨᏥᏅᏝᏰᏗ ᎨᏎᏍᏗ, ᎠᎴ ᏂᎦᎥ ᎠᏥᎸᎨᎳᏍᏗ ‾<u>ᎠᎹ</u> ᎦᏅᎵᏰᏗ ᎨᏎᏍᏗ.
for every one with fire shall be <u>salted</u>, and every sacrifice with <u>salt</u> shall be salted.
[ᎹᎦ 9:49]",,,,,
,,,,,,
ENTRY,ᎠᎹ,ama,n,Water.,,
note,"ᏔᎵᏁᏃ ᏨᎯᎪᎥᎩ ᎠᏛ <u>ᎠᎹ</u> ᏧᏍᏚᏢᎩ.
Again, as thou sawest the Damsel sprinkle the room with <u>Water</u>.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᎹ ᎠᏍᏚᎩᏍᏗ,am asdugisdi,n,A water faucet.,,
,,,,,,
ENTRY,ᎠᎹ ᎠᏍᏛᎢ,am asdvʔi,n,A beach.,,
,,,,,,
ENTRY,ᎠᎹ ᎠᏍᏛᎯᏍᏛ,am a:sdvhi:sdv,n,A pond.,,
,,,,,,
ENTRY,ᎠᎹ ᎠᏕᏲᎲᎢ,am ade:hyohvʔi,n,A whirlpool.,,
,,,,,,
ENTRY,ᎠᎹ ᎠᏗᏙᏗ,am adito:di,n,Queen of the meadow.,,
,,,,,,
ENTRY,ᎠᎹ ᎠᏥᏍᏗ,*am ajisdi,n,A sink.,,
,,,,,,
ENTRY,ᎠᎹ ᎠᏰᎵ,am aye:hli,n,An island.,,
,,,,,,
ENTRY,ᎠᎹ ᎡᏉᎯ,am e:gwo:hi,n,An ocean.,,
,,,,,,
ENTRY,ᎠᎹ ᎤᏗᎴᎩ,am u:di:hleki,n,Hot water.,,
,,,,,,
ENTRY,ᎠᎹ ᎤᏩᏙᎣᎯᏍᏗ,am uwa:doʔohisdi,n,"Spicket.;
Spout.",,
,,,,,,
ENTRY,ᎠᎹ ᎤᏪᏓᏍᏗ,am uwedasdi,n,"Water pipe.;
Garden hose.",,
,,,,,,
ENTRY,ᎠᎹ ᎤᏯᏥ,*am u:hya:ji,n,Cold water.,,
,,,,,,
ENTRY,ᎠᎹ ᎦᏄᎪᎬᎢ,am ganu:go:gvʔi,n,A spring (of water).,,
note,"… ᎠᎴ ᎾᎿ ᎤᏂᏩᏛᎮ ᎠᎹ <u>ᎦᏄᎪᎬᎢ</u>.
…and find there <u>a well</u> of living water,
[ᎼᏏ ᎢᎬᏱᏱ 26:19]",,,,,
,,,,,,
ENTRY,ᎠᎹ ᎦᏙᎣᏍᎬᎢ,am gado:osgvʔi,n,A water fall.,,
,,,,,,
ENTRY,ᎠᎹᎨᎢ,amageʔi,n,"Hominy soup.;
Corn beer.",,
,,,,,,
ENTRY,ᎠᎹᎨᏴᎢ,ama:ge:yvʔi,n,"Creek.;
Branch.",,
,,,,,,
ENTRY,ᎠᎹ ᏗᏍᏚᎲᎢ,am disduhvʔi,n,A lake.,,
,,,,,,
ENTRY,ᎠᎹᏱ,ama:yi,n,River.,,
,,,,,,
ENTRY,ᎠᎼ ᎤᎵᏏ,amo uli:si,n,"Water cress.;
biol. <em>Nasturtium officinale.</em>",,
,,,,,,
ENTRY,ᎠᎾᎦᎵᎭ,aná:gali:ha,vi,It is lightening.,,
,-,,,,,
,ᎤᎾᎦᎸᎲᎢ,u:ná:galv:hv̌ʔi,,,,
,ᎠᎾᎦᎵᏍᎪᎢ,aná:gali:sgóʔi,,,,
,ᏩᎾᎦᎳ,waná:gala,,,,
,ᎤᎾᎦᎵᏗ,u:ná:ga:hldi,,,,
note,"… ᎠᎴ ᎤᏴᏓᏆᎶᎥᎩ, ᎠᎴ <u>ᎠᎾᎦᎵᏍᎬᎩ</u>, ᎠᎴ ᎡᎶᎯ ᎤᎵᏖᎸᏅᎩ.
… and thunders, and <u>lightnings</u>, and an earthquake.
[ᎠᏥᎾᏄᎪᏫᏎᎸᎢ 8:5]",,,,,
,,,,,,
ENTRY,ᎠᎾᎦᎵᏍᎩ,ana:galisgi,n,"Lightening.;
Battery.;
Electricity.",,
note,"ᏗᎧᏃᏗᏱ <u>ᎠᎾᎦᎵᏍᎩ</u> ᎾᏍᎩᏯ ᎨᏎᎢ …
and his countenance was as <u>lightning</u> …
[ᎹᏚ 28:3]",,,,,
,,,,,,
ENTRY,ᎠᎾᎵᏍᏆᎸᏍᎩ,ana:hlsgwalvsgi,n,Crowsfoot.,,
,,,,,,
ENTRY,ᎠᎾᏆᏂᎩ,ana:kwa:nki,n,Delaware Indians.,,
,,,,,,
ENTRY,ᎠᎾᏓᏌᏆᎴᎯᎭ,a:nadasagwalé:hiha,vi,They are rolling.,,
,-,,,,,
,ᎤᏓᏌᏆᎴᎸᎢ,u:dasagwalé:hlv̌ʔi,,,,
,ᎠᎾᏓᏌᏆᎴᎯᎰᎢ,a:nadasagwalé:hihóʔi,,,,
,ᏩᎾᏓᏌᏆᎴᎦ,wa:nadasagwalé:ga,,,,
,ᎤᏓᏌᏆᎴᏍᏗ,u:dasagwalé:sdi,,,,
,,,,,,
ENTRY,ᎠᎾᏓᏍᏓᏍᎩ,anada:sda:sgi,n,Violets.,,
,,,,,,
ENTRY,ᎠᎾᏓᏥ,*anda:ji,n,"Common evening-primrose.;
Evening star.;
Sun drop.;
biol. <em>Oenothera biennis.</em>",,
,,,,,,
ENTRY,ᎠᎾᏓᏥᎩᎭ,anadadsgi:ha,vi,"They are assembling together.;
They are gathering together.;
They are congregating.",,
,ᎣᏣᏓᏥᎩᎠ,*o:jadadsgiʔa,,,,
,ᎤᎾᏓᏥᎨᏛᎢ,unadadskdv̌ʔi,,,,
,ᎠᎾᏓᏥᎪᎢ,anadadsgóʔi,,,,
,ᎢᏣᏓᏥᎦ,*i:jadadsga,,,,
,ᎤᎾᏓᏥᎨᏗ,unadadskdi,,,,
,,,,,,
ENTRY,ᎠᎾᏓᏴᏔᏍᎩ,andayv:tasgi,n,Television.,,
,,,,,,
ENTRY,ᎠᎾᏔᏍᎩᏍᎩ,anta:sgi:sgi,n,Popcorn.,,
,,,,,,
ENTRY,ᎠᎿᏬᎩᎠ,a:hnawogiʔa,vt,"He is undressing.;
He is taking off his shirt.",x,
