,SYLLABARY,PRONUNCIATION,POS,DEFINITIONS,HFRANCIS LIST VERIFIED,TLW Notes
ENTRY,ᎠᏓᏬᎠ,a:dawóʔa,vi,"He is swimming.;
He is bathing.",x,
,ᎦᏓᏬᎠ,ga:dawóʔa,,,,
,ᎤᏓᏬᎥᎢ,u:dawóʔv̌ʔi,,,,
,ᎠᏓᏬᏍᎪᎢ,a:dawó:sgóʔi,,,,
,ᎭᏓᏬᏣ,ha:dawó:ja,,,,
,ᎤᏓᏬᏍᏗ,u:dawó:sdi,,,,
note,"ᎧᎹᎹ <u>ᎠᏓᏬᎠ</u> ᎥᏓᎵ.
An elephant <u>is bathing</u> in a lake.
[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎠᏓᏬᎯᎵᏗᎠ,a:dawo:hildiʔa,vi,He is climbing over.,,
,ᎦᏓᏬᎢᎵᏗᎠ,ga:dawoʔildiʔa,,,,
,ᎤᏓᏬᎯᎵᏛᎢ,u:dawo:hildv̌ʔi,,,,
,ᎠᏓᏬᎯᎵᏗᏍᎪᎢ,a:dawo:hildisgóʔi,,,,
,ᎭᏓᏬᎯᎵᏓ,ha:dawo:hilda,,,,
,ᎤᏓᏬᎯᎵᏗᏍᏗ,u:dawo:hildisdi,,,,
,,,,,,
ENTRY,ᎠᏓᏯᎯ,adayahi,n,"Oak.;
biol. <em>Quercus spp.</em>",,
,,,,,,
ENTRY,ᎠᏓᏰᏍᎩ,ada:ye:sgi,n,Cancer.,,
note,"ᎠᎴ ᎬᏂᏳᏉ <u>ᎠᏓᏰᏍᎩ ᎤᏢᎩ</u> ᎤᎷᏤ ᎤᏓᏙᎵᏍᏓᏁᎴᎢ …
and lo, <u>a leper</u> having come, was bowing to him …
[ᎹᏚ 8:2]",,,,,
,,,,,,
ENTRY,ᎠᏓᏲᏍᎦ,ada:hyo:sga,vi,"He is surrendering.;
He is giving up.",x,
,ᎦᏓᏲᏍᎦ,ga:dahyo:sga,,,Reflexive form of?,
,ᎤᏓᏲᏒᎢ,u:da:hyo:sv̌ʔi,,,,
,ᎠᏓᏲᏍᎪᎢ,ada:hyo:sgóʔi,,,,
,ᎭᏓᏲᎯ,hada:hyo:hi,,,,
,ᎤᏓᏲᎯᏍᏗ,u:da:hyo:hisdi,,,,
,,,,,,
ENTRY,ᎠᏓᏴᏦᏗᏍᎩ,adayv:jodisgi,n,The mumps.,,
,,,,,,
ENTRY,ᎠᏔ,a:ta,n,"Girl, teenage.",,
,,,,,,
ENTRY,ᎠᏔᎳᎦᏍᎦ,atala:ksga,vt,He is penetrating it.,,
,ᏥᏓᎳᎦᏍᎦ,*jidʔala:ksga,,,,
,ᎤᏔᎳᎦᏒᎢ,u:tala:ksv̌ʔi,,,,
,ᎠᏔᎳᎦᏍᎪᎢ,atala:ksgóʔi,,,,
,ᎯᏔᎳᎦ,hitala:ga,,,,
,ᎤᏔᎳᎦᏍᏗ,u:tala:ksdi,,,,
,,,,,,
ENTRY,ᎠᏔᎳᎦᏒᎢ,atalaksvʔi,n,A hole.,,
,,,,,,
ENTRY,ᎠᏔᏃᏍᎦ,a:tanǒ:hsga,vi,He is becoming big.,x,
,ᎦᏓᏃᏍᎦ,ga:dʔanǒ:hsga,,,,
,ᎤᏔᏃᏒᎢ,u:tanǒ:hsv̌ʔi,,,,
,ᎠᏔᏃᏍᎪᎢ,a:tanǒ:hsgóʔi,,,,
,ᎭᏔᏃᎯ,ha:tanóhi,,,,
,ᎤᏔᏃᎯᏍᏗ,u:tanóhisdi,,,,
,,,,,,
ENTRY,ᎠᏔᏍᎦ,a:tǎ:hsga,vt,He is hanging it (something solid) up.,x,
,ᎦᏓᏍᎦ,ga:dáʔsga,,,Francis has ᎤᏔᏗ for INF,
,ᎤᏔᏅᎢ,u:tánv̌ʔi,,,,
,ᎠᏔᏍᎪᎢ,a:tǎ:hsgóʔi,,,,
,ᎭᏔᎦ,ha:tá:ga,,,,
,ᎤᏔᏗ,u:tdi,,,,
,,,,,,
ENTRY,ᎠᏔᏍᎩᎠ,a:ta:sgiʔa,vi,It is popping.,x,
,-,,,,,
,ᎤᏔᏍᎩᏒᎢ,u:ta:sgisv̌ʔi,,,,
,ᎠᏔᏍᎩᏍᎪᎢ,a:ta:sgisgóʔi,,,,
,ᏩᏔᏍᎩ,wa:ta:sgi,,,,
,ᎤᏔᏍᎩᏍᏗ,u:ta:sgisdi,,,,
,,,,,,
ENTRY,ᎠᏔᏍᎩᎠ,ahta:sgíʔa,vi,He is bleeding.,x,
,ᎦᏔᏍᎩᎠ,ga:hta:sgíʔa,,,,
,ᎤᏔᏍᎩᏒᎢ,u:hta:sgísv̌ʔi,,,,
,ᎠᏔᏍᎩᏍᎪᎢ,ahta:sgísgóʔi,,,,
,ᎭᏔᏍᎩ,hahta:sgi,,,,
,ᎤᏔᏍᎩᏍᏗ,u:hta:sgísdi,,,,
,,,,,,
ENTRY,ᎠᏔᏍᎩᏍᎬᎢ,atasgi:sgvʔi,n,"Sap.;
Pus.",,
,,,,,,
ENTRY,ᎠᏔᏍᎩᏍᏗᎭ,a:ta:sgisdiha,vt,He is popping it.,,
,ᎦᏓᏍᎩᏍᏗᎭ,ga:dʔa:sgisdiha,,,,
,ᎤᏔᏍᎩᏍᏔᏅᎢ,u:ta:sgistanv̌ʔi,,,,
,ᎠᏔᏍᎩᏍᏗᏍᎪᎢ,a:ta:sgisdisgóʔi,,,,
,ᎭᏔᏍᎩᏍᏓ,ha:ta:sgisda,,,,
,ᎤᏔᏍᎩᏍᏙᏗ,u:ta:sgisdo:hdi,,,,
,,,,,,
ENTRY,ᎠᏔᏪᏙᏍᎦ,a:tawé:do:sga,vt,He is kissing her.,x,
,ᏥᏯᏓᏪᏙᏍᎦ,*ji:ya:tawé:do:sga,,,Glottal stop fixes,
,ᎤᏔᏪᏙᏅᎢ,u:tawé:doʔnv̌ʔi,,,,
,ᎠᏔᏪᏙᏍᎪᎢ,a:tawé:do:sgóʔi,,,,
,ᎯᏯᏓᏪᏙᎦ,hi:ya:tawé:do:ga,,,,
,ᎤᏔᏪᏙᏍᏗ,u:tawé:do:sdi,,,,
,,,,,,
ENTRY,ᎠᏔᏬᎠ,a:tawóʔa,vt,He is combing hair.,x,
,ᏥᏔᏬᎠ,jitawóʔa,,,,
,ᎤᏔᏬᎥᎢ,u:tawóʔv̌ʔi,,,,
,ᎠᏔᏬᏍᎪᎢ,a:tawó:sgóʔi,,,,
,ᎯᏔᏬᏣ,hitawó:ja,,,,
,ᎤᏔᏬᏍᏗ,u:tawó:sdi,,,,
,,,,,,
ENTRY,ᎠᏔᏲᎯᎭ,a:htayo:hiha,vt,"He is asking.;
He is asking for.;
He is requesting.",,
,ᏥᏔᏲᎯᎭ,jiʔtayo:hiha,,,,
,ᎤᏔᏲᎸᎢ,u:htayo:hlv̌ʔi,,,,
,ᎠᏔᏲᎯᎰᎢ,a:htayo:hihóʔi,,,,
,ᎯᏔᏲᎭᎦ,hihtayo:ha:ga,,,,
,ᎤᏔᏲᏍᏗ,u:htayo:sdi,,,,
note,"ᎥᏝ ᎡᎶᎯ ᏗᎧᎲᏍᏗᏱ <u>ᏱᏥᏔᏲᎯᎭ</u> …
I do not <u>ask</u> that Thou mayest take them out of the world …
[ᏣᏂ 17:15]",,,,,
,,,,,,
ENTRY,ᎠᏔᏲᏎᎭ,a:htayóhse:ha,vt,He is asking him for it.,,
,ᏥᏔᏲᏎᎭ,jiʔtayóhse:ha,,,,
,ᎤᏔᏲᏎᎸᎢ,u:htayóhseʔlv̌ʔi,,,,
,ᎠᏔᏲᏎᎰᎢ,a:htayóhse:hóʔi,,,,
,ᎯᏔᏲᏎᏏ,hiʔtayóhse:si,,,,
,ᎤᏔᏲᏎᏗ,u:htayóhse:hdi,,,,
note,"ᎢᏳᏃ ᎩᎶ ᏂᎯ ᎢᏤᎲ ᎠᎦᏙᎥᎯᏍᏗ ᎨᏒ ᎤᏂᎬᎨᏍᏗ, ᎤᏁᎳᏅᎯ <u>ᎠᏔᏲᏎᎮᏍᏗ</u>, …
and if any of you do lack wisdom, <u>let him ask from</u> God, …
[ᏥᎻ 1:5]",,,,,
,,,,,,
ENTRY,ᎠᏕᎭ,ade:ha,vt,He is giving it (something long) to him.,,
,ᏥᏕᎠ,ji:deʔa,,,,
,ᎤᏕᎸᎢ,u:de:lv̌ʔi,,,,
,ᎠᏕᎰᎢ,ade:hóʔi,,,,
,ᎯᏗᏏ,hi:disi,,,,Removed extraneous space in this tense
,ᎤᏕᎯ,u:de:hi,,,,
,,,,,,
ENTRY,ᎠᏕᎰᏍᎦ,a:dehǒ:hsga,vi,He is ashamed.,x,
,ᎦᏕᎰᏍᎦ,ga:dehǒ:hsga,,,,
,ᎤᏕᎰᏒᎢ,u:dehǒ:hsv̌ʔi,,,,
,ᎠᏕᎰᏍᎪᎢ,a:dehǒ:hsgóʔi,,,,
,ᎭᏕᎰᎯ,ha:dehóhi,,,,
,ᎤᏕᎰᎯᏍᏗ,u:dehóhisdi,,,,
note,"ᎠᎴ ᎤᎪᎲᏉ ᎤᎴᏅᎲ <u>ᎠᏕᎰᏍᎬᎢ</u>.
at the sight also of whom he began to blush <u>for shame</u>.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏕᎲᏍᎦ,adehv̌:hsga,vi,He is being born.,x,
,ᎦᏕᎥᏍᎦ,gadeʔv̌:hsga,,,,
,ᎤᏕᏅᎢ,u:de:hnv̌ʔi,,,,
,ᎠᏕᎲᏍᎪᎢ,adehv̌:hsgóʔi,,,,
,ᎭᏕᎲᎦ,hadehv́:ga,,,,
,ᎤᏕᏗ,u:de:hdi,,,,
note,"… ᏅᎲᎢ ᎠᏍᎦᏂ ᎨᏒ <u>ᏣᏕᏅᎩ</u> …
… ‘In sins thou wast <u>born</u> altogether …
[ᏣᏂ 9:34]",,,,,
,,,,,,
ENTRY,ᎠᏕᎳ,ade:la,n,Money.,,
,,,,,,
ENTRY,ᎠᏕᎶᎰᏍᎦ,a:de:loho:sga,vt,He is noticing it.,x,
,ᎦᏕᎶᎣᏍᎦ,ga:de:loʔosga,,,,
,ᎤᏕᎶᎰᏒᎢ,u:de:loho:sv̌ʔi,,,,
,ᎠᏕᎶᎰᏍᎪᎢ,a:de:loho:sgóʔi,,,,
,ᎭᏕᎶᎰᎯ,ha:de:loho:hi,,,,
,ᎤᏕᎶᎰᎯᏍᏗ,u:de:loho:hisdi,,,,
note,"… ᎯᎠᏃ ᏄᏪᏒᎩ, Ꭷ, ᎰᏩᏉ, <u>ᎦᏕᎶᎣᏍᎦᏍᎩᏂ</u> ᎠᏂ ᎪᏪᎵ ᏣᏆᏒᎦᏔ.
… He answered, Sir, I <u>perceive</u> by the Book in my hand, that I am condemned to die.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏕᎶᏆᎠ,a:de:hlókwaʔa,vt,He is learning.,x,
,ᎦᏕᎶᏆᎠ,ga:deʔlókwaʔa,,,Francis has different past stem,
,ᎤᏕᎶᏈᎥᎢ,u:de:hlókwi:v̌ʔi,,,,
,ᎠᏕᎶᏆᏍᎪᎢ,a:de:hlókwasgóʔi,,,,
,ᎭᏕᎶᏆ,ha:de:hlókwa,,,,
,ᎤᏕᎶᏆᏍᏗ,u:de:hlókwasdi,,,,
note,"ᎾᏍᎩ ᏂᎪᎯᎸ <u>ᎠᎾᏕᎶᏆᏍᎪᎢ</u>, ᎠᏎᏃ ᎥᏝ ᎢᎸᎯᏳ ᏱᏩᏂᏰᎢᎶᎯᎰ ᏚᏳᎪᏛ ᎠᎦᏙᎥᎯᏍᏗ ᎨᏒᎢ.
always <u>learning</u>, and never to a knowledge of truth able to come,
[ᏔᎵᏁ ᏗᎹᏗ 3:7]",,,,,
,,,,,,
ENTRY,ᎠᏕᎸᎢ,ade:lvʔhi,n,A dollar.,,
,,,,,,
ENTRY,ᎠᏕᏗᏯᏍᏗ,ade:diya:sdi,n,Indian beads.,,
,,,,,,
ENTRY,ᎠᏕᏯᏙᏗᎭ,a:de:hyto:hdiha,vt,"He is bothering someone.;
He is being troublesome.",,
,ᎦᏕᏯᏙᏗᎭ,ga:deʔyto:hdiha,,,,
,ᎤᏕᏯᏙᏔᏅᎢ,u:de:hyto:ta:nv̌ʔi,,,,
,ᎠᏕᏯᏙᏗᏍᎪᎢ,a:de:hyto:hdisgóʔi,,,,
,ᎭᏕᏯᏙᏓ,ha:de:hyto:hda,,,,
,ᎤᏕᏯᏙᏗ,u:de:hyto:hdi,,,,
note,"… ᎥᏝ ᎠᏏ ᎦᏙ ᏱᎬᏩᏍᏗ ᎤᏟ ᎤᎾᏰᎯᏍᏗ ᎠᎴ <u>ᎤᏕᏯᏙᏗ</u> ᎦᎶᎯᏍᏗᏱ ᏱᎦᎩ ᎾᏍᎩ ᎯᎠ ᎠᏂ ᏨᏗᏣᏎᎮᎸ …
… there is not a more dangerous and <u>troublesome</u> way in the world than is that unto which he hath directed thee …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏕᏱᎭ,a:de:hyiha,vt,He is denying it.,,
,ᎦᏕᏱᎭ,ga:deʔyiha,,,,
,ᎤᏕᏯᎸᎢ,u:de:hyalv̌ʔi,,,,
,ᎠᏕᏱᎰᎢ,a:de:hyihóʔi,,,,
,ᎭᏕᏱᎦ,ha:de:hyiga,,,,
,ᎤᏕᏯᏍᏗ,u:de:hyasdi,,,,
,,,,,,
ENTRY,ᎠᏕᏲᎭ,a:de:hyo:ha,vi,He is going in a circle.,,
,ᎦᏕᏲᎭ,ga:deʔyo:ha,,,,
,ᎤᏕᏯᎸᎢ,u:de:hya:lv̌ʔi,,,,
,ᎠᏕᏲᎰᎢ,a:de:hyo:hóʔi,,,,
,ᎭᏕᏲᎦ,ha:de:hyʔga,,,,
,ᎤᏕᏯᏍᏗ,u:de:hyasdi,,,,
,,,,,,
ENTRY,ᎠᏖᎳᏕᎭ,a:télde:ha,vt,He is joining.,,
,ᏥᏯᏕᎳᏕᎭ,*ji:ya:dʔélde:ha,,,,
,ᎤᏖᎳᏕᎭᏅᎢ,u:télde:hanv̌ʔi,,,,
,ᎠᏖᎳᏕᎰᎢ,a:télde:hóʔi,,,,
,ᎯᏯᏕᎳᏕᎠ,hi:ya:dʔéldea,,,,
,ᎤᏖᎳᏕᎣᏗ,u:téldeo:hdi,,,,
,,,,,,
ENTRY,ᎠᏖᎵᏙ,a:hte:li:do,n,Plate.,,
,ᏗᏖᎵᏙ,di:hte:li:do,,,plural,
,,,,,,
ENTRY,ᎠᏖᎸᎲᏍᎦ,a:hté:lvhv:sga,vt,He is shaking it.,x,
,ᏥᏖᎸᎲᏍᎦ,jité:lvhv:sga,,,,
,ᎤᏖᎸᏅᎢ,u:hté:lvhnv̌ʔi,,,,
,ᎠᏖᎸᎲᏍᎪᎢ,a:hté:lvhv:sgóʔi,,,,
,ᎯᏖᎸᎲᎦ,hihté:lvhv:ga,,,,
,ᎤᏖᎸᏗ,u:hté:hldi,,,,
,,,,,,
ENTRY,ᎠᏖᏍᎨᏂ,atesge:ni,n,Lower back.,,
,ᏥᏖᏍᎨᏂ,jitesge:ni,,,,
,,,,,,
ENTRY,ᎠᏖᏍᏗᎭ,ate:sdi:ha,vt,"He is startling him.;
He is frightening him.",,
,ᏥᏯᏕᏍᏗᎭ,ji:yadʔe:sdi:ha,,,,
,ᎤᏖᏍᏔᏅᎢ,u:te:stanv̌ʔi,,,,
,ᎠᏖᏍᏗᏍᎪᎢ,ate:sdi:sgóʔi,,,,
,ᎯᏯᏕᏍᏓ,hi:yadʔe:sda,,,,
,ᎤᏖᏍᏙᏗ,u:te:sdo:hdi,,,,
,,,,,,
ENTRY,ᎠᏗᎠ,aʔdiʔa,vt,He is saying it.,,
,ᎦᏗᎠ,gaʔdiʔa,,,,
,ᎤᏛᏅᎢ,uʔdvʔnv̌ʔi,,,,
,ᎠᏗᏍᎪᎢ,aʔdi:sgóʔi,,,,
,ᎭᏓ,haʔda,,,,
,ᎤᏘᏗ,uʔdi:hsdi,,,,
note,"ᎤᏙᎯᏳᎯᏯ, <u>ᎤᏛᏅ</u> ᏧᏁᎶᏗ, ᎥᏝ ᏱᏥᎦᏔᎭ.
Truly, <u>said</u> Christian, I do not know.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏗᎠ,a:diʔa,vt,"He is laying it (something long) down.;
He is placing it (something long) on the ground.",,
,ᏥᏗᎠ,jidiʔa,,,,
,ᎤᏩᏛᎢ,u:wa:dv̌ʔi,,,,
,ᎠᏗᏍᎪᎢ,a:di:sgóʔi,,,,
,ᎯᏓ,hida,,,,
,ᎤᏩᏗᏍᏗ,u:wa:di:sdi,,,,
,,,,,,
ENTRY,ᎠᏗᎦᎴᏯᎠ,a:di:gale:yaʔa,vt,He is scattering from a pile.,,
,ᎦᏗᎦᎴᏯᎠ,ga:di:gale:yaʔa,,,,
,ᎤᏗᎦᎴᏱ,u:di:gale:yi,,,,
,ᎠᏗᎦᎴᏯᏍᎪᎢ,a:di:gale:ya:sgóʔi,,,,
,ᎭᏗᎦᎴᏯ,ha:di:gale:ya,,,,
,ᎤᏗᎦᎴᏯᏍᏗ,u:di:gale:ya:sdi,,,,
,,,,,,
ENTRY,ᎠᏗᎬᎠ,a:dí:kvʔa,vi,He is urinating.,,
,ᎦᏗᎬᎠ,ga:dí:kvʔa,,,,
,ᎤᏗᎧᎸᎢ,u:dí:kalv̌ʔi,,,,
,ᎠᏗᎬᎰᎢ,a:dí:kv:hóʔi,,,,
,ᎭᏗᎦ,ha:dí:ga,,,,
,ᎤᏗᎬᏍᏗ,u:dí:kv:sdi,,,,
,,,,,,
ENTRY,ᎠᏗᏍᎦᎳᏍᎦ,a:disga:hlǎ:hsga,vi,He is hiding.,x,
,ᎦᏗᏍᎦᎳᏍᎦ,ga:disga:hlǎ:hsga,,,,
,ᎤᏗᏍᎦᎸᏅᎢ,u:disga:hlv́:nv̌ʔi,,,,
,ᎠᏗᏍᎦᎳᏍᎪᎢ,a:disga:hlǎ:hsgóʔi,,,,
,ᎭᏗᏍᎦᎳᎦ,ha:disga:hlá:ga,,,,
,ᎤᏗᏍᎦᎳᏗ,u:disga:hldi,,,,
,,,,,,
ENTRY,ᎠᏗᏍᏚᏍᎦ,a:dísdu:sga,vi,He is bowing.,x,
,ᎦᏗᏍᏚᏍᎦ,ga:disdu:sga,,,Francis has ᎤᏗᏍᏚᏗ for INF,
,ᎤᏗᏍᏚᏅᎢ,u:dísdunv̌ʔi,,,,
,ᎠᏗᏍᏚᏍᎪᎢ,a:dísdu:sgóʔi,,,,
,ᎭᏗᏍᏚᎦ,ha:dísdu:ga,,,,
,ᎤᏗᏍᏗ,u:dísdi,,,,
,,,,,,
ENTRY,ᎠᏗᏏᏯ,adi:hsi:ya,vt,He is leaving it (something long).,,Changed this to the root in King's 1978 article since the 1975 root doesn't mke sense. 78 also matches the CED entry
,ᏥᏗᏏᏯ,jidi:hsi:ya,,,,
,ᎤᏗᏏᏴᎢ,u:di:hsi:yv̌ʔi,,,,
,ᎠᏗᏏᏱᏍᎪᎢ,adi:hsi:yi:sgóʔi,,,,
,ᎯᏗᏏᏱ,hidi:hsi:yi,,,,
,ᎤᏗᏏᏱᏗ,u:di:gsi:yhdi,,,,
,,,,,,
ENTRY,ᎠᏗᏔᏍᎦ,a:díta:sga,vt,He is drinking.,x,
,ᎦᏗᏔᏍᎦ,ga:di:ta:sga,,,Francis PAST,
,ᎤᏗᏔᎲᎢ,u:díta:hv̌ʔi,,,,
,ᎠᏗᏔᏍᎪᎢ,a:díta:sgóʔi,,,,
,ᎭᏗᏔ,ha:díta,,,,
,ᎤᏗᏔᏍᏗ,u:díta:sdi,,,,
note,"ᎯᎠᏃ ᏄᏪᏎᎢ, <u>ᎭᏗᏔ</u> ᏣᎬᏫᏳᎯ ᎠᏆᏤᎵᎦ; …
and she saith, '<u>Drink</u>, my lord;' …
[ᎼᏏ ᎢᎬᏱᏱ 24:18]",,,,,
,,,,,,
ENTRY,ᎠᏗᏗᎠ,a:di:diʔa,vi,He is arising from lying; he is getting up (from bed),,
,ᎦᏗᏗᎠ,ga:di:diʔa,,,,
,ᎤᏗᏛᎥᎢ,u:di:dvʔv̌ʔi,,,,
,ᎠᏗᏗᏍᎪᎢ,a:di:di:sgóʔi,,,,
,ᎭᏗᏓ,hadǐ:da,,,,
,ᎤᏗᏘᏗ,u:di:tdi,,,,
note,"ᏧᏙᏓᏆᏛ ᏑᏓᎵ ᎢᏳᏩᏂᎸ ᏑᎾᎴ ᏥᏰᏍᎪᎢ ᏃᎴ <u>ᎦᏗᏗᏍᎪᎢ</u>. 
Every day I wake up and <u>get up out of bed<u> at six o'clock in the morning. ",,,,,
,,,,,,
ENTRY,ᎠᏗᏙᏗ,adito:hdi,n,Spoon.,,
,,,,,,
ENTRY,ᎠᏗᏫᏍᎦ,a:di:whsga,vi,"He is healing up.;
He is getting well.",x,
,ᎦᏗᏫᏍᎦ,ga:di:whsga,,,See CED: ᎤᏗᏫᏍᎦ,
,ᎤᏗᏫᏒᎢ,u:di:whsv̌ʔi,,,,
,ᎠᏗᏫᏍᎪᎢ,a:di:whsgóʔi,,,,tlw corrected 8/28/2018
,ᏩᏗᏫ,hadi:hwi,,,,
,ᎤᏗᏫᏍᏗ,u:di:hwisdi,,,,
,,,,,,
ENTRY,ᎠᏘᏂ,a:hti:hni,vt,He is taking someone along.,,
,ᏥᏘᏂ,jiʔti:hni,,,,
,ᎤᏘᏁᏒᎢ,u:hti:hnesv̌ʔi,,,,
,ᎠᏘᏂᏐᎢ,a:hti:hni:sóʔi,,,,
,ᎯᏘᏄᎦ,hi:hti:hnuʔga,,,,
,ᎤᏘᏅᏍᏗ,u:hti:hnvsdi,,,,
note,"ᎤᎩᏨᏛᏃ ᏧᎾᎩᎸᏗ <u>ᎤᎾᏘᏅᏍᏗ</u> ᏄᏅᏁᎸ, ᎠᏂᏯᏫᏍᎩ ᎤᎾᏨᏒᎩ, ᏗᏐᏴ ᏭᏂᎶᏒᎩ.
and on the morrow, having suffered the horsemen <u>to go on with</u> him, they returned to the castle;
[ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 23:32]",,,,,
,,,,,,
ENTRY,ᎠᏘᏍᎩ,ati:sgi,n,"His right.;
Right-handedness.",,
,ᏥᏘᏍᎩ,jiti:sgi,,,,
,,,,,,
ENTRY,ᎠᏘᏲᎯᎭ,a:tiyóhiha,vi,He is arguing.,,
,ᎦᏗᏲᎯᎭ,ga:dʔiyóhiha,,,,
,ᎤᏘᏲᎸᎢ,u:tiyóhlv̌ʔi,,,,
,ᎠᏘᏲᎯᎰᎢ,a:tiyóhihóʔi,,,,
,ᎭᏘᏲᎭᎦ,ha:tiyóha:ga,,,,
,ᎤᏘᏲᏍᏗ,u:tiyǒ:hsdi,,,,
note,"… ᏞᏍᏗᏉ <u>ᎩᎾᏘᏲᎸᎩ</u> ᎠᏴ, ᎠᎴ ᎦᎾᏝᎢ ᏗᎨᎩᏂᎦᏘᏕᎯ ᏞᏍᏗ <u>ᎤᎾᏘᏲᎸᎩ</u>; ᏗᎾᏓᏅᏟᏉᏰᏃ.
… 'Let there not, I pray thee, be <u>strife</u> between me and thee, and between my shepherds and thy shepherds, for we [are] men -- brethren.
[ᎼᏏ ᎢᎬᏱᏱ 13:8]",,,,,
,,,,,,
ENTRY,ᎠᏙᎣᎸᏍᏙᏗ,a:hdoʔo:lvsdo:hdi,n,Saucer.,,
,,,,,,
ENTRY,ᎠᏙᎥᏅᏗᎭ,a:doʔv:hndiha,vt,"He is dropping it, knocking (something alive) off.;
He is dropping it, knocking (something flexible) off.",,
,"ᏥᏯᏙᎥᏅᏗᎭ, ᎦᏙᎥᏅᏗᎭ","*ji:ya:doʔvʔndihā, ga:doʔvʔndiha",,,,
,ᎤᏙᎥᏅᏓᏅᎢ,u:doʔv:hndanv̌ʔi,,,,
,ᎠᏙᎥᏅᏓᏍᎪᎢ,a:doʔv:hntsgóʔi,,,,
,"ᎯᏯᏙᎥᏅᏓ, ᎭᏙᎥᏅᏓ","hi:ya:doʔv:hndā, ha:doʔv:hnda",,,,
,ᎤᏙᎥᏅᏙᏗ,u:doʔv:hndo:hdi,,,,
,,,,,,
ENTRY,ᎠᏙᎯᎠ,ato:híʔa,vi,"He is yelling.;
He is shouting.;
He is hollering.",x,
,ᎦᏙᎯᎠ,ga:to:híʔa,,,,
,ᎤᏙᎯᏒᎢ,u:to:hísv̌ʔi,,,,
,ᎠᏙᎯᏍᎪᎢ,ato:hísgóʔi,,,,
,ᎭᏙᎯ,hato:hi,,,,
,ᎤᏙᎯᏍᏗ,u:to:híʔsdi,,,,
note,,,,,,
,,,,,,
ENTRY,ᎠᏙᎳᏅᏍᏗ,ado:lanvsdi,n,"Walking stick.;
Walking cane.",,
note,"… ᎠᎴ ᎯᎠ ᏄᏪᏎᎢ, ᎭᏙᎴᎰᎯ, ᎦᎪ ᏧᏤᎵᎦ ᎯᎠ, ᎠᎵᏰᏑᏍᏚᏬ ᎠᏐᎥᏍᏙᏗ, ᎠᎴ ᎪᎸᏌᏛᏗ, ᎠᎴ <u>ᎠᏙᎳᏅᏍᏗ</u>.
… and she saith, 'Discern, I pray thee, whose [are] these -- the seal, and the ribbons, and the <u>staff</u>.'
[ᎼᏏ ᎢᎬᏱᏱ 38:25]",,,,,
,,,,,,
ENTRY,ᎠᏙᎴᏈᎠ,a:do:hlekwiʔa,vt,He is learning.,,
,ᎦᏙᎴᏈᎠ,ga:doʔlekwiʔa,,,,
,ᎤᏙᎴᏋᎢ,u:do:hlekwv̌ʔi,,,,
,ᎠᏙᎴᏆᏍᎪᎢ,a:do:hlekwasgóʔi,,,,
,ᎭᏙᎴᏆ,ha:do:hlekwa,,,,
,ᎤᏙᎴᏆᏍᏗ,u:do:hlekwasdi,,,,
note,"“<u>ᎢᏣᏙᎴᏆᏍᎨᏍᏗ</u> ᏗᏓᏅᏬ ᏅᏬᏗ …
“<u>You should be learning</u> doctoring medicine …
[King pg 122]",,,,,
,,,,,,
ENTRY,ᎠᏙᎵᏍᎦ,ato:hlsga,vt,He is borrowing it.,x,
,ᎦᏙᎵᏍᎦ,ga:to:hlsga,,,Francis: Borrow vs Burrow,Checked King E->C list. It's Borrow. 
,ᎤᏙᎵᏒᎢ,u:to:hlsv̌ʔi,,,CED shows borrow,
,ᎠᏙᎵᏍᎪᎢ,ato:hlsgóʔi,,,,
,ᎭᏙᎵ,hato:li,,,,
,ᎤᏙᎵᏍᏗ,u:to:hlsdi,,,,
,,,,,,
ENTRY,ᎠᏙᏌᏗᎠ,ahto:hsádiʔa,vt,He is hanging it (something long) up.,x,
,ᎦᏙᏌᏗᎠ,ga:hto:hsádiʔa,,,,
,ᎤᏙᏌᏛᎢ,u:hto:hsádv̌ʔi,,,,
,ᎠᏙᏌᏗᏍᎪᎢ,ahto:hsádi:sgóʔi,,,,
,ᎭᏙᏌᏓ,hahto:hsáda,,,,
,ᎤᏙᏌᏗᏍᏗ,u:hto:hsádi:sdi,,,,
,,,,,,
ENTRY,ᎠᏙᏏᏏᎭ,ahto:si:hsiha,vt,He is taking it (something long) down (from a hanger).,,"Restored ""h""s to root ""ahtosihs-"""
,ᎦᏙᏏᏏᎭ,gaʔto:si:hsiha,,,,
,ᎤᏙᏏᎥᎢ,u:hto:sʔi:v̌ʔi,,,,
