,SYLLABARY,PRONUNCIATION,POS,DEFINITIONS,HFRANCIS LIST VERIFIED,TLW Notes
ENTRY,ᎤᏩᎫᏩᏍᏗ,ụwagụwạsdi,n,Hiccup.,,
,,,,,,
ENTRY,ᎤᏩᏂ,uwạni,n,Wool.,,
note,"ᎦᏙ ᏴᏫ <u>ᎤᏩᏂ</u> ᎦᏌᎴᎾ?
What person wears a <u>wool</u> jacket?
[ᏣᎳᎩ ᏦᎢᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎤᏩᏂᎦᎳᏅ,ụwanịgahlạnv,n,"Limb.;
Branch of a tree.",,
,,,,,,
ENTRY,ᎤᏩᏂᏯ,uwani³yha,vt,He is holding it (something alive) in hand.,,
,ᎠᎩᏂᏯ,a¹gịni³yʔa,,,,
,ᎤᏩᏂᏴᎲᎢ,uwani³yvhv²³ʔi,,,,
,ᎤᏩᏂᏲᎢ,uwani³yho³ʔi,,,,
,ᏣᏂᏯ,tsạʔni³ya,,,,
,ᎤᏩᏂᏴᏗ,uwani³yhdi,,,,
,,,,,,
ENTRY,ᎤᏩᏅᎦ,uwanvga,vi,"He is in a hurry.;
He is hurrying.",,
,ᎠᏋᏅᎦ,a¹gwvnvga,,,,
,ᎤᏩᏅᏨᎢ,uwanvʔtsv²³ʔi,,,,
,ᎤᏩᏅᎪᎢ,uwanvgo³ʔi,,,,
,ᏨᏅᎩ,tsvnvʔgi,,,,
,ᎤᏩᏅᎢᏍᏗ,uwanvʔisdi,,,,
,,,,,,
ENTRY,ᎤᏩᏌ,uwạsa,adj,"Alone.;
By oneself.;
Himself.;
Herself.",,
,ᎠᏋᏌ,a¹gwṿsa,,,,
note,"ᎦᏙᏕᏃ ᏧᎵᏍᏙᏓᏅ <u>ᏨᏒ</u> ᏥᎷᏥᎦ.
But how is it that <u>you</u> came <u>alone</u>?
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎤᏩᏍᎦ,uhwasga,vt,He is buying it.,x,
,ᎠᎩᏩᏍᎦ,a¹kịwasga,,,,h-stem verb. 
,ᎤᏩᏒᎢ,uhwasv²³ʔi,,,,
,ᎤᏩᏍᎪᎢ,uhwasgo³ʔi,,,,
,ᏣᏩᎯ,chạwahi,,,,
,ᎤᏩᎯᏍᏗ,uhwahịsdi,,,,
note,"ᎡᎵᏊᏍ <u>ᏱᏣᏩᎯ</u> ᏓᏟᎶᏍᏛ? ᎥᎥ ᎠᎴ Ꮭ ᎯᏕᏯᏍᏓ.
Is it enough <u>to buy</u> the item? Choose between Yes and No.
[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎤᏩᏍᏗ,ụwạsdi,n,"Ramps (plant).;
Spring onion.;
biol. <em>Allium tricoccum.</em>",,
,,,,,,
ENTRY,ᎤᏩᏒᎥᏍᎦ,uhwạ³sṿʔvsga,vt,He is buying things.,x,
,ᎠᎩᏩᏒᎥᏍᎦ,a¹gịhwạ³sṿʔvsga,,,,
,ᎤᏩᏒᏅᎢ,uhwạ³sṿʔnv²³ʔi,,,Compare with ᎤᏩᏍᎦ,
,ᎤᏩᏒᎥᏍᎪᎢ,uhwạ³sṿʔvsgo³ʔi,,,,
,ᏣᏩᏒᎥᎦ,tsạhwạ³sṿʔvga,,,,
,ᎤᏩᏒᏗ,uhwạ³svdi,,,,
,,,,,,
ENTRY,ᎤᏩᏙᎵ,uwatoli,n,His penis.,,
,ᎠᏆᏙᎵ,a¹gwạtoli,,,,
,,,,,,
ENTRY,ᎤᏩᏩᏒᎦ,uwạwhsv³ʔga,vt,He is smelling it.,,
,ᎠᎩᏩᏒᎦ,a¹gịwhsv³ʔga,,,,
,ᎤᏩᏩᏒᏨᎢ,uwạwhsv³ʔtsv²³ʔi,,,,Added the /h/ and /ʔ/ as noted in King
,ᎤᏩᏩᏒᎪᎢ,uwạwhsv³ʔgo³ʔi,,,,
,ᏣᏩᏒᎩ,tsạwhsv³ʔgi,,,,
,ᎤᏩᏩᏒᎢᏍᏗ,uwạwhsṿ³ʔịsdi,,,,
,,,,,,
ENTRY,ᎤᏩᏯ,uwaya,vt,He has it (something long).,(all forms of 'having' missing in WCU),
,ᎠᏋᏯ,a¹gwvya,,,,
,ᎤᏩᏰᏍᏛᎢ,uwayesdv²³ʔi,,,,
,ᎤᏩᏲᎢ,uwayo³ʔi,,,,
,ᏨᏰᏍᏗ,tsvyesdi,,,,
,ᎤᏩᏰᏍᏗ,uwayesdi,,,,
,,,,,,
ENTRY,ᎤᏪᎯᏍᏓᏁᎭ,uwẹhịsdaneha,vi,He is aching.,,
,ᎠᏇᎢᏍᏓᏁᎭ,a¹gwẹʔịsdaneha,,,,
,ᎤᏪᎯᏍᏓᏁᎮᏍᏛᎢ,uwẹhịsdanehẹsdv²³ʔi,,,,
,ᎤᏪᎯᏍᏓᏁᎰᎢ,uwẹhịsdaneho³ʔi,,,,
,ᏤᎯᏍᏓᏏ,tsehịsdạsi,,,,
,ᎤᏪᎯᏍᏓᏅᏗ,uwẹhịsdanhdi,,,,
,,,,,,
ENTRY,ᎤᏪᎳ,ụwela,n,Liver.,,
,,,,,,
ENTRY,ᎤᏪᎳᎦᏏ,uwẹlaksi,n,His sibling-in-law.,,
,ᎠᏇᎳᎦᏏ,a¹gwẹlaksi,,,,
,,,,,,
ENTRY,ᎤᏪᎷᎦ,uwẹhlụhga,vi,"He is hollering.;
He is crying out.",,HF copped out on this one. Made some corrections after looking over DK's list. 20200602
,ᎠᏇᎷᎦ,a¹gwẹhlụhga,,,,"Btw, there is no ""h metathesis"" with the agi-/agw- pronoun."
,ᎤᏪᎷᏅᎢ,uwẹhluhnv²³ʔi,,,,
,ᎤᏪᎷᎪᎢ,uwẹhlụhgo³ʔi,,,,
,ᏤᎷᎲᎦ,tsehlụhvʔga,,,,
,ᎤᏪᎷᎱᏗ,uwẹhlụhuhdi,,,,
note,"… <u>ᎤᏪᎷᏅᏉ</u> ᎠᏍᏓᏱᏳ ᎯᎠ ᏄᏪᏒᎩ, “ᎦᏙᏃ ᏓᎦᏛᏁᎵ ᏰᎵ ᎦᏴᎩᏍᏕᎸᏗ ᏅᏓᎦᎵᏍᏔᏂ?”
… he burst out, as he had done before, <u>crying</u>, “What shall I do to be saved?”
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎤᏪᏅᎦ,uwẹ³hnvga,vi,He is becoming rich.,,
,ᎠᏇᏅᎦ,a¹gwẹʔnvga,,,,
,ᎤᏪᏅᏨᎢ,uwẹ³hnvʔtsv²³ʔi,,,,
,ᎤᏪᏅᎪᎢ,uwẹ³hnvgo³ʔi,,,,
,ᏤᏅᎩ,tse³hnvʔgi,,,,
,ᎤᏪᏅᎢᏍᏗ,uwẹ³hnvʔịsdi,,,,
,,,,,,
ENTRY,ᎤᏪᏅᏍᏛᎢ,uwenvsdvʔi,n,Stem.,,
,,,,,,
ENTRY,ᎤᏪᏅᏒᎢ,uwenvsvʔi,n,His home.,,
,ᏧᏪᏅᏒᎢ,tsuwenvsvʔi,,,,
,ᎠᏇᏅᏒᎢ,a¹gwenvsvʔi,,,,
,ᏗᏇᏅᏒᎢ,di¹gwenvsvʔi,,,,
note,"<u>ᏗᏇᏅᏒᏃ</u> ᏗᎩᎸᏫᏍᏓᏁᏗ ᏃᎴ ᎠᏆᏙᏪᏐᎸᏍᏙᏗ.
“I want to work and rest at <u>home</u>.”
[King pg 116]",,,,,
,,,,,,
ENTRY,ᎤᏪᏗ,ụwedi,adj,Old (inanimate only).,,
note,"ᎤᎿ ᏪᏙᎲᎢ, <u>ᎤᏪᏗ</u> ᎤᏍᏓᎦᎸ ᏭᏂᏴᏞᎢ.
There in his walking, was an <u>old</u> cold cave.
[ᏣᎳᎩ ᏦᎢᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎤᏪᏘ,ụweti,n,Mole (on the flesh).,,
,,,,,,
ENTRY,ᎤᏪᏛᎢ,ụwedvʔi,n,Meander.,,
,,,,,,
ENTRY,ᎤᏪᏥ,ụwetsi,n,"His offspring.;
His child.;
An egg.",,
,ᏧᏪᏥ,tsụwetsi,,,,
,ᎠᏇᏥ,a¹gwetsi,,,,
,ᏗᏇᏥ,di¹gwetsi,,,,
note,"ᏅᏓ ᎢᎦ ᎡᎯ <u>ᎤᏪᏥ ᎠᎨᏳᏣ</u>
<u>Daughter</u> of the sun.
[ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎤᏫᎾ,uwina,n,His sister's son (male ego).,,
,ᎠᎩᏫᎾ,a¹gịwina,,,,
,,,,,,
ENTRY,ᎤᏬᎩᎵ,ụwogịli,n,"Beer.;
Foam.",,
,,,,,,
ENTRY,ᎤᏬᎯᏳᎭ,uwohị³yuha,vt,He is believing in.,,
,ᎠᏉᎢᏳᎭ,a¹gwọʔị³yuha,,,,
,ᎤᏬᎯᏳᏅᎢ,uwohị³yuhnv²³ʔi,,,,
,ᎤᏬᎯᏳᎰᎢ,uwohị³yuho³ʔi,,,,
,ᏦᎯᏳᏅᎦ,tsohị³yụnvga,,,,
,ᎤᏬᎯᏳᏗ,uwohị³yhdi,,,,
note,"… ᎠᎴ ᎾᏍᎩ ᎠᏍᎦᏯ <u>ᎤᏬᎯᏳᏅᎩ</u> ᏥᏌ ᏄᏪᏎᎸᎢ, ᎠᎴ ᎤᏪᏅᏒᎩ.
… And the man <u>believed</u> the word that Jesus said to him, and was going on,
[ᏣᏂ 4:50]",,,,,
,,,,,,
ENTRY,ᎤᏬᎯᏳᏂ,ụwohịyụni,adj,"Obedient.;
Loyal.",,
,,,,,,
ENTRY,ᎤᏬᎰᏎᎭ,uwohọ³seha,vt,He is dropping accidentally it (something solid).,,
,ᎠᏉᎰᏎᎭ,a¹gwọhọ³seha,,,,"No ""h"" alternation with Set B"
,ᎤᏬᎰᏎᎸᎢ,uwohọ³sẹlv²³ʔi,,,,
,ᎤᏬᎰᏎᎰᎢ,uwohọ³seho³ʔi,,,,
,ᏦᎰᏏ,tsohọ³si,,,,
,ᎤᏬᎰᏎᏗ,uwohọ³sehdi,,,,
,,,,,,
ENTRY,ᎤᏬᎳ,uwohla,vi,"He is sitting.;
He is at home.",,
,ᎠᏉᎳ,a¹gwọhla,,,,"No ""h"" alternation with Set B"
,ᎤᏬᎴᏍᏛᎢ,uwọhlesdv²³ʔi,,,,
,ᎤᏬᎶᎢ,uwohlo³ʔi,,,,
,ᏦᎴᏍᏗ,tsohlesdi,,,,
,ᎤᏗ,uhdi,,,,
note,"ᎾᏍᎩ <u>ᎤᏬᎳ</u> ᎩᎶ ᎢᏳᏍᏗ ᎦᏁᎸ ᏌᏩᏂ ᏧᏙᎢᏛ, ᏗᏑᏫᏍᎩ, …
this one <u>doth lodge</u> with a certain Simon a tanner, …
[ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 10:6]",,,,,
,,,,,,
ENTRY,ᎤᏬᏚᎭ,uwodụha,vi,"He is attractive.;
He is pretty.",,
,ᎠᏉᏚᎠ,a¹gwodụʔa,,,,
,ᎤᏬᏚᎮᏍᏛᎢ,uwodụhesdv²³ʔi,,,,
,ᎤᏬᏚᎰᎢ,uwodụho³ʔi,,,,
,ᏦᏚᎮᏍᏗ,tsodụhesdi,,,,
,ᎤᏬᏚᎮᏍᏗ,uwodụhesdi,,,,
,,,,,,
ENTRY,ᎤᏬᏚᎯ,uwodụhi,n,Pretty.,,
,ᎠᏉᏚᎯ,a¹gwodụhi,,,,
note,"ᏙᏳ <u>ᎤᏬᏚᎯ</u> ᎠᎨᏳᏣ, ᎰᏩᎦ?
“The little girl is very <u>pretty</u>, isn't she?”
[King pg 120]",,,,,
,,,,,,
ENTRY,ᎤᏬᏥᏗ,uwotsdi,adj,"Silly.;
Funny.",,
,ᎠᏉᏥᏗ,agwotsdi,,,,
,,,,,,
ENTRY,ᎤᏬᏰᏂ,uwọʔyeni,n,His hand.,,
,ᎠᏉᏰᏂ,a¹gwọʔyeni,,,,
note,"ᎾᏍᎩᏃ ᎤᎪᎲ ᎠᎵᏣᏙᏂᏙᎯ ᎠᎦᏗᏏ <u>ᎤᏬᏰᏂ</u> ᎤᏂᏴᎲᎩ, ᎯᎠ ᏄᏪᏎᎸᎩ, …
At the sight of which, <em>Evangelist</em> caught him by the right <u>hand</u>, saying, …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎤᏯᎵ,uyhạli,vt,"He is going after.;
He is looking for.",,
,ᎠᎩᏯᎵ,a¹gịyʔạli,,,,
,ᎤᏯᎸᎢ,uyhạlv²³ʔi,,,,
,ᎤᏯᎵᏐᎢ,uyhạliso³ʔi,,,,
,ᏣᏯᎵᎦ,tsạyhạlga,,,,
,ᎤᏯᏍᏗ,uysdi,,,,
,,,,,,
ENTRY,ᎤᏯᎶᏘᎭ,uyạlotịha,vi,He is overeating.,,
,ᎠᎩᏯᎶᏗᎭ,a¹gịyạlodʔịha,,,,
,ᎤᏯᎶᏔᏅᎢ,uyạlothạnv²³ʔi,,,,
,ᎤᏯᎶᏘᏍᎪᎢ,uyạlotịsgo³ʔi,,,,
,ᏣᏯᎶᏔ,tsạyạlota,,,,
,ᎤᏯᎶᏙᏗ,uyạlotohdi,,,,
,,,,,,
ENTRY,ᎤᏯᎷᎦ,uhyạluga,n,Bark of a tree.,,
,,,,,,
ENTRY,ᎤᏯᏍᎦ,uhyasga,n,"Shell.;
Mussel.",,
,,,,,,
ENTRY,ᎤᏯᏛᎲ,uhyạtṿhv,n,Frost on ground (white).,,
,,,,,,
ENTRY,ᏚᏯᏪᎦ,duyạwe³ga,vi,He is tired.,,Lack of dist. /de-/ seems to be an oversight by King. Myrtle Driver uses it consistantly.  
,ᏓᎩᏯᏪᎦ,da¹gịyạwe³ga,,,,
,ᏧᏯᏪᎬᎢ,tsuyạwe³ʔgv²³ʔi,,,,
,ᏚᏯᏪᎪᎢ,duyạwe³go³ʔi,,,,
,ᏕᏣᏯᏪᎩ,detsạyạwe³ʔgi,,,,
,ᏧᏯᏪᎢᏍᏗ,tsuyạwe³ʔisdi,,,,
,,,,,,
ENTRY,ᎤᏯᏪᏐᎵᎭ,uyạwe³sohlịha,vi,He is resting.,,
,ᎠᎩᏯᏪᏐᎵᎭ,a¹gịyạwe³sọʔlịha,,,,
,ᎤᏯᏪᏐᎸᎢ,uyạwe³sohlv²³ʔi,,,,
,ᎤᏯᏪᏐᎵᎰᎢ,uyạwe³sohlịho³ʔi,,,,
,ᏣᏯᏪᏐᎸᎦ,tsạyạwe³sohlvga,,,,
,ᎤᏯᏪᏐᎸᏍᏗ,uyạwe³sohlṿsdi,,,,
note,"… ᎿᏉ ᎢᏥᎵᏅᎩ ᎠᎴ <u>ᎢᏥᏯᏪᏐᎸᎦ</u>; …
… ‘Sleep on henceforth, and <u>rest</u>! …
[ᎹᏚ 26:45]",,,,,
,,,,,,
ENTRY,ᎤᏰᎯ,uhyẹhi,n,Her husband.,,
,ᎠᎩᏰᎯ,a¹gihyẹhi,,,,
note,"… ᎿᏉᏰᏃ <u>ᎠᎩᏰᎯ</u> ᎠᏎ ᎠᎩᎨᏳᏍᏗ.
… because now doth <u>my husband</u> love me.'
[ᎼᏏ ᎢᎬᏱᏱ 29:32]",,,,,
,,,,,,
ENTRY,ᎤᏰᎳᎭ,ụyelạha,adj,"Naked.;
Nude.",,
,,,,,,
ENTRY,ᎤᏰᎶᎯᏎᎲᎢ,ụyelohịsehṿʔi,n,Infection.,,
,,,,,,
ENTRY,ᎤᏰᎸᎭ,uyeh³lvha,vt,"He is intending.;
He is meaning.;
He is wishing to say.",,
,ᎠᎩᏰᎸᎭ,a¹gịyeh³lṿʔha,,,,
,ᎤᏰᎸᏅᎢ,uyeh³lvhnv²³ʔi,,,,
,ᎤᏰᎸᎰᎢ,uyeh³lvho³ʔi,,,,
,ᏣᏰᎸᎾ,tsạyeh³lṿna,,,,
,ᎤᏰᎸᏗ,uyeh³ldi,,,,
,,,,,,
ENTRY,ᎤᏰᏌᏛ,uhyesạdv,n,Dew on the ground.,,
,,,,,,
ENTRY,ᎤᏰᏑᎧᎸᎢ,uhyesụkahlvʔi,n,His fingernail.,,
,ᏚᏰᏑᎧᎸᎢ,duhyesụkahlvʔi,,,,
,ᎠᎩᏰᏑᎧᎸᎢ,a¹gihyesụkahlvʔi,,,,
,ᏓᎩᏰᏑᎧᎸᎢ,da¹gihyesụkahlvʔi,,,,
,,,,,,
ENTRY,ᎤᏰᏑᏨᏂ,uyesụtsvni,n,His wrist.,,
,ᏚᏰᏑᏨᏂ,duyesụtsvni,,,,
,ᎠᎩᏰᏑᏨᏂ,a¹gịyesụtsvni,,,,
,ᏓᎩᏰᏑᏨᏂ,da¹gịyesụtsvni,,,,
,,,,,,
ENTRY,ᎤᏰᏥᎦ,uye³tsga,vi,He is smiling.,,
,ᎠᎩᏰᏥᏍᎦ,a¹gịye³dsʔsga,,,,
,ᎤᏰᏨᎢ,uye³tsv²³ʔi,,,,
,ᎤᏰᏥᎪᎢ,uye³tsgo³ʔi,,,,
,ᏣᏰᏣ,tsạye³dstsa,,,,
,ᎤᏰᏥᏗ,uye³tsdi,,,,
,,,,,,
ENTRY,ᎤᏲᎢ,uyoʔi,n,Bad.,,
,ᎠᎩᏲᎢ,a¹gịyoʔi,,,,
note,"… ᎠᎴ ᎤᏁᎳᏅᎯ ᏄᏍᏛ ᎾᏍᎩᏯ ᏂᏍᏓᏍᏕᏍᏗ, ᎢᏍᏗᎦᏔᎮᏍᏗ ᎣᏍᏛ ᎠᎴ <u>ᎤᏲᎢ</u>.
… ye have been as God, knowing good and <u>evil</u>.'
[ᎼᏏ ᎢᎬᏱᏱ 3:5]",,,,,
,,,,,,
ENTRY,ᎤᏲᎢᏯ,uyọ³ʔiya,vi,He is being bad.,,
,ᎠᎩᏲᎢᏯ,a¹gịyọ³ʔiya,,,,
,ᎤᏲᎢᏲᏨᎢ,uyọ³ʔiyotsv²³ʔi,,,,
,ᎤᏲᎢᏲᎪᎢ,uyọ³ʔiyọgo³ʔi,,,,
,ᏣᏲᎢᏲᎩ,tsạyọ³ʔiyogi,,,,
,ᎤᏲᎢᏲᎢᏍᏗ,uyọ³ʔiyọʔisdi,,,,
,,,,,,
ENTRY,ᎤᏲᎱᏎᎭ,uyohụ³seha,vt,He is losing it.,,
,ᎠᎩᏲᎤᏎᎭ,a¹gịyọʔụ³seha,,,,
,ᎤᏲᎱᏎᎸᎢ,uyohụ³sẹlv²³ʔi,,,,
,ᎤᏲᎱᏎᎰᎢ,uyohụ³seho³ʔi,,,,
,ᏣᏲᎱᏏ,tsạyohụ³si,,,,
,ᎤᏲᎱᏎᏗ,uyohụ³sehdi,,,,
note,"… ᎠᎴᏃ ᎾᏍᏉ, ᎦᎸᏉᏗᏳ ᎤᎬᏫᏳᎯ ᏣᏃᏁᎸ, ᎾᏍᎩ ᎩᎶ ᎬᏅ ᎢᎠᏩᏘᏍᎨᏍᏗ, ᎾᏍᎩ <u>ᎤᏲᎱᏎᏗ ᎨᏎᏍᏗ</u>; …
… Besides, the King of Glory hath told thee, that <em>he that will save his life <u>shall lose it</u></em>: …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎤᏲᎾ,uhyona,n,Horn of an animal.,,
,,,,,,
ENTRY,ᎤᏲᏃᎪᏍᏓᎯ,uyonọgosdạhi,n,"Bruise, to have a.",,
,ᎠᎩᏲᏃᎪᏍᏓᎯ,a¹gịyonọgosdạhi,,,,
,,,,,,
ENTRY,ᎤᏲᏍᎦ,uyosga,vt,"He is freeing.;
He is turning loose.",,
,ᎠᎩᏲᏍᎦ,a¹gịyọʔsga,,,,
,ᎤᏲᏒᎢ,uyosv²³ʔi,,,,
,ᎤᏲᏍᎪᎢ,uyosgo³ʔi,,,,
,ᏣᏲᎯ,tsạyohi,,,,
,ᎤᏲᎯᏍᏗ,uyohịsdi,,,,
,,,,,,
ENTRY,ᎤᏲᏏᎭ,uyo³siha,vi,He is hungry. ,,I'd like to put in a note that this takes the distrubitive Ꮧ with all plural subject pronouns. 
,ᎠᎩᏲᏏᎠ,a¹gịyo³sịʔa,,,,$$$
,ᎤᏲᏎᏍᏛᎢ,uyo³sesdv²³ʔi,,,,
,ᎤᏲᏏᏍᎪᎢ,uyo³sisgo³ʔi,,,,
,ᏣᏲᏎᏍᏗ,tsạyo³sesdi,,,,
,ᎤᏲᏏᏍᏗ,uyo³sisdi,,,,
note,"ᎾᏍᎩ ᎢᏳᏍᏗ, ᎢᏳᏃ ᏣᏍᎦᎩ ᎠᎪᏄ <u>ᎤᏲᏏᏍᎨᏍᏗ</u>, ᎯᏰᎶᎮᏍᏗ; …
I will recompense again, saith the Lord;’ if, then, thine enemy <u>doth hunger</u>, feed him; …
[ᎶᎻ 12:20]",,,,,
,,,,,,
ENTRY,ᎤᏲᏒᎯ,ụyhosṿhi,n,Dead.,,
,,,,,,
ENTRY,ᎤᏲᏓᎩᎠ,uyo³dạgịʔa,vi,He is itching.,,
,ᎠᎩᏲᏓᎩᎠ,a¹gịyo³dạgịʔa,,,,
,ᎤᏲᏓᎬᎢ,uyo³dạgv²³ʔi,,,,
,ᎤᏲᏓᎩᏍᎪᎢ,uyo³dạgisgo³ʔi,,,,
,ᏣᏲᏓᎦ,tsạyo³dạga,,,,
,ᎤᏲᏓᎩᏍᏗ,uyo³dạgisdi,,,,
,,,,,,
ENTRY,ᎤᏲᏓᎵ,ụyodahli,n,"Sweetflag.;
biol. <em>Acorus calamus.</em>",,
,,,,,,
ENTRY,ᎤᏲᏓᎵᏳᏍᏗ,ụyọdahlịyụsdi,n,"Fen orchid.;
Yellow widelip orchid.;
biol. <em>Liparis loeselii.</em>",,
,,,,,,
ENTRY,ᎤᏲ ᏗᎧᎾᏘ,ụyo dịkahndi,n,Ugly.,,
,,,,,,
ENTRY,ᎤᏳᏆᏗᎠ,u¹yụ³gwạdịʔa,vi,He has a toothache.,,
,ᎠᎩᏳᏆᏗᎠ,a¹gi¹ʔyụ³gwạdịʔa,,,,
,ᎤᏳᏆᏛᎢ,u¹yụ³gwạdʔv²³ʔi,,,,
,ᎤᏳᏆᏗᏍᎪᎢ,u¹yụ³gwạdịsgo³ʔi,,,,
,ᏣᏳᏆᏓ,tsa¹yụ³gwạda,,,,
,ᎤᏳᏆᏗᏍᏗ,u¹yụ³gwạdịsdi,,,,
,,,,,,
ENTRY,ᎤᏳᏍᏆᏗᏍᎬᎢ,uyụsgwạdịsgvʔi,n,His toothache.,,
,ᎠᎩᏳᏍᏆᏗᏍᎬᎢ,a¹gịyụsgwạdịsgvʔi,,,,
,,,,,,
ENTRY,ᎤᏳᏩᎾ,uyụwạʔna,vi,He is hairy.,,
,ᎠᎩᏳᏩᎾ,a¹gịyụwạʔna,,,,
,ᎤᏳᏩᏁᏍᏛᎢ,uyụwạʔnesdv²³ʔi,,,,
,ᎤᏳᏩᏃᎢ,uyụwạʔno³ʔi,,,,
,ᏣᏳᏩᏁᏍᏗ,tsạyụwạʔnesdi,,,,
,ᎤᏳᏩᏅᏗ,uyụwạʔnhdi,,,,
,,,,,,
ENTRY,ᎤᏴᎰᏒᎯ,uyṿhosṿhi,n,Corpse.,,
,ᎠᎩᏴᎰᏒᎯ,a¹gịyṿhosṿhi,,,,
,,,,,,
ENTRY,ᎤᏴᎳᏛ,ụyṿlạtv,n,A gap in the mountain.,,
,,,,,,
ENTRY,ᎤᏴᏍᎩᎷᏙᎦ,u¹yṿ³sgịludoga,vt,He is sniffling.,,
,ᎠᎩᏴᏍᎩᎷᏙᎦ,a¹gi¹ʔyṿ³sgịludoga,,,,
,ᎤᏴᏍᎩᎷᏙᎸᎢ,u¹yṿ³sgịludọʔlv²³ʔi,,,,
,ᎤᏴᏍᎩᎷᏙᎪᎢ,u¹yṿ³sgịludogo³ʔi,,,,
,ᏣᏴᏍᎩᎷᏙᎩ,tsa¹yṿ³sgịludogi,,,,
,ᎤᏴᏍᎩᎷᏙᏗ,u¹yṿ³sgịludodi,,,,
,,,,,,
ENTRY,ᎤᏴᏍᏓᎩᎠ,u¹yṿsdạ³gịʔa,vi,He is intoxicated.,,
,ᎠᎩᏴᏍᏓᎩᎠ,a¹gi¹ʔyṿsdạ³gịʔa,,,,
,ᎤᏴᏍᏓᎬᎢ,u¹yṿsdạ³gv²³ʔi,,,,
,ᎤᏴᏍᏓᎩᏍᎪᎢ,u¹yṿsdạ³gịsgo³ʔi,,,,
,ᏣᏴᏍᏓᎦ,tsa¹yṿsdạ³ga,,,,
,ᎤᏴᏍᏓᎩᏍᏗ,u¹yṿsdạ³gịsdi,,,,
,,,,,,
ENTRY,ᎤᏴᏍᏗ,uhyṿsdi,adj,Bitter.,,
note,"ᎾᏍᎩ ᏗᏂᎰᎵ ᏗᎧᎵᏬᎯ ᎠᏓᏍᎩᏅᏗᏍᏗ ᎨᏒ ᎠᎴ <u>ᎤᏴᏍᏗ</u> ᎨᏒᎢ.
Whose mouth is full of cursing and <u>bitterness</u>.
[ᎶᎻ 3:14]",,,,,
,,,,,,
ENTRY,ᎤᏴᏘᏅᏔ,uhyvtịnvta,n,Stem.,,
,,,,,,
ENTRY,ᎤᏴᏣ,uhyvtsa,adj,Cold.,,
,,,,,,
ENTRY,ᎥᎥ,vv,pt,Yes.,,
note,"<u>ᎥᎥ</u> ᎠᎴ Ꮭ ᎰᏪᎸᎦ.
Write <u>yes</u> or no.
[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎥᎴ,vle,n,"Seven year locust.;
biol. <em>Acrididae</em>.",,
note,"… ᎤᎵᏍᏓᏴᏗᏃ <u>ᎥᎴ</u> ᎨᏎ ᎢᎾᎨᏃ ᎡᎯ ᏩᏚᎵᏏ.
… and his nourishment was <u>locusts</u> and honey of the field.
[ᎹᏚ 3:4]",,,,,
,,,,,,
ENTRY,ᎥᎾᏘ,vnti,n,Pottery.,,
,,,,,,
ENTRY,ᎥᏍᎩᏱ,vsgiyi,n,December.,,
,,,,,,
ENTRY,ᎥᏍᎩᏱᎭ,vsgiyịha,vt,He is choking him.,,
,ᏥᏴᏍᎩᏱᎭ,tsiyṿʔsgiyịha,,,,
,ᎤᏩᏍᎩᏴᎲᎢ,uwasgiyṿhv²³ʔi,,,,
,ᎥᏍᎩᏱᏍᎪᎢ,vsgiyịsgo³ʔi,,,,
,ᎯᏴᏍᎩᏯ,hiyṿʔsgiya,,,,
,ᎤᏩᏍᎩᏱᏗ,uwasgiyhdi,,,,
,,,,,,
ENTRY,ᎦᎦᎶ,gagạlo,n,Ham (whole).,,
,,,,,,
ENTRY,ᎦᎦᎶ ᎠᎦᎭᎸᏓ,gagạlo ạgạhạlvda,n,"Ham, sliced.;
Ham, portion of.",,
,,,,,,
ENTRY,ᎦᎦᎷᎢ,gạgạluʔi,n,His thigh.,,
,ᏥᎦᎷᎢ,tsịgạluʔi,,,,
,,,,,,
ENTRY,ᎦᎦᎹ,gagạma,n,"Cucumber.;
biol. <em>Cucumis sativus.</em>",,
,,,,,,
ENTRY,ᎦᎦᏆᎴᏂ,gạkgwạleni,n,His cheek.,,
,ᏗᎦᎦᏆᎴᏂ,dịgạkgwạleni,,,,
