,SYLLABARY,PRONUNCIATION,POS,DEFINITIONS,HFRANCIS LIST VERIFIED,TLW Notes
,,,,,,
ENTRY,ᎤᏍᏗᎢ,ụsdiʔi,pt,Baby.,,
note,"<u>ᎤᏍᏗᎢ</u> ᎠᎩᏙ ᎡᎭ. ᏥᎦᏴᎵᏯ ᏏᏅ ᎠᎩᏙ ᎨᏒᎢ.
I have a <u>baby</u> brother. I am older than my brother.
[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎤᏍᏗ ᎭᏰᎳᏍᏗ,ụsdị hạyelạsdi,n,Pocket knife.,,
,,,,,,
ENTRY,ᎤᏍᏗᏳ,usdiyu,n,His place to look.,,
,ᎠᎩᏍᏗᏳ,a¹gịsdiyu,,,,
note,"… “ᎢᏣᏙᎴᏆᏍᎨᏍᏗ ᏗᏓᏅᏬ ᏅᏬᏗ <u>ᎢᏥᏍᏗᏳ</u> ᏓᏨᏰᏲᏂ”
… “You should be learning doctoring medicine; I am going to teach you <u>where to look</u>”.
[King pg 122]",,,,,
,,,,,,
ENTRY,ᎤᏍᏚᏥᎠ,usdutsịʔa,vi,"He is dripping.;
He is being spilled on.;
He is being splashed.",,"$$$  I think this needs another look at the perfect stems. Also, since there is a different root for ""it's dripping"", maybe this should be ""he/it's being dripped/spilled on"". Per Myrtle Driver, it can also mean ""splashed on"" (KPEP ᏌᎳᏓ Corpus - agasga Youtube)"
,ᎠᎩᏍᏚᏥᎠ,a¹kịsdutsịʔa,,,,
,ᎤᏍᏚᏥᏨᎢ,uhsdudstsv²³ʔi,,,,I don't think dsts is allowed in Cherokee
,ᎤᏍᏚᏥᏍᎪᎢ,uhsdutsịsgo³ʔi,,,,
,ᏣᏍᏚᏥᏣ,tsahsdudstsa,,,,I don't think dsts is allowed in Cherokee
,ᎤᏍᏚᏥᏍᏗ,uhsdutsịsdi,,,,
,,,,,,
ENTRY,ᎤᏎᎳᏘ,usẹlati,n,"Rattlesnake fern.;
Held erect.;
biol. <em>Botrypus virginianus.</em>",,
,,,,,,
ENTRY,ᎤᏎᏍᎩ,ụsẹsgi,n,Whooping cough.,,
,,,,,,
ENTRY,ᎤᏏᏩᏍᎦ,usihwah³sga,vi,He is coughing.,x,
,ᎠᎩᏏᏩᏍᎦ,a¹gịsihwah³sga,,,,
,ᎤᏏᏩᎲᎢ,usihwạ³hv²³ʔi,,,Francis shows: usihwasvi,TWhat Francis shows is not what King shows. 
,ᎤᏏᏩᏍᎪᎢ,usihwah³sgo³ʔi,,,,
,ᏣᏏᏩᎯ,tsasihwạ³hi,,,,
,ᎤᏏᏩᏍᏗ,usihwah³sdi,,,,
,,,,,,
ENTRY,ᎤᏐᏱ,ụsoyi,adj,Same.,,
,,,,,,
ENTRY,ᎤᏑᎧᎸᎢ,usụkahlvʔi,n,His toe nail.,,
,ᎠᏆᏑᎧᎸᎢ,a¹gwasụkahlvʔi,,,,
,,,,,,
ENTRY,ᎠᏑᎳᎪᎦ,ahsulạgoga,vi,He is lonesome.,,King's dictionary p.254 shows Set A pronouns
,ᏥᏑᎳᎪᎦ,tsịhsulạgoga,,,,
,ᎤᏑᎳᎪᏣᎥᎢ,uhsulạgotsaʔv²³ʔi,,,,
,ᎠᏑᎳᎪᎪᎢ,ahsulạgogo³ʔi,,,,
,ᎯᏑᎳᎪᎩ,hịhsulạgogi,,,,
,ᎤᏑᎳᎪᎢᏍᏗ,uhsulạgoʔịsdi,,,,
,,,,,,
ENTRY,ᎤᏑᎵᎭ,uhsulịha,vi,He is full.,/h/ added back 20220606,
,ᎠᎩᏑᎵᎭ,a¹kịhsulịha,,,,
,ᎤᏑᎸᎲᎢ,uhsulṿhv²³ʔi,,,,
,ᎤᏑᎵᏍᎪᎢ,uhsulịsgo³ʔi,,,,
,ᏣᏑᎵ,tsahsuli,,,,
,ᎤᏑᎵᏗ,uhsuhldi,,,,
,,,,,,
ENTRY,ᎤᏒᎯ,ụsv³hi,pt,"Yesterday.;
Tonight.;
At night.",,
note,"… ᎠᏎᏃ ᎢᏥᏙᏓ ᎤᏤᎵᎦ ᎤᎾᎳᏅᎯ ᎠᎩᏁᏤᎸᎩ <u>ᎤᏒᎯ ᏒᏃᏱ</u>, ᎯᎠ ᏄᏪᏒᎩ; …
… but the God of your father <u>yesternight</u> hath spoken unto me, saying, …
[ᎼᏏ ᎢᎬᏱᏱ 31:29]",,,,,
,,,,,,
ENTRY,ᎤᏒᏙᏂ,ụsṿdoni,n,Hollow.,,
,,,,,,
ENTRY,ᎤᏓᎨᏳᎭ,udạge³yuha,vi,He is loving.,,
,ᎠᏆᏓᎨᏳᎠ,a¹gwạdạge³yụʔa,,,,
,ᎤᏓᎨᏳᏅᎢ,udạge³yụnv²³ʔi,,,,
,ᎤᏓᎨᏳᎰᎢ,udạge³yuho³ʔi,,,,
,ᏣᏓᎨᏳᎦ,tsadạge³yuga,,,,
,ᎤᏓᎨᏳᏗ,udạge³yhdi,,,,
note,"ᎥᏝ ᏌᏉ ᏱᎬᏩᏜᏍᏗ ᎡᎯᏍᏗ ᎢᏯᏓᏛᏁᎯ, <u>ᏧᎾᏓᎨᏳᎯᏉᏍᎩᏂ</u> ᎠᎴ ᎾᏂᏍᎦᏅᎾ.
none of them are hurtful, <u>but loving</u> and holy.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎤᏓᎴᎯ,udạlehi,adj,Different.,,
,,,,,,
ENTRY,ᎤᏓᎵ,ụdahli,n,"Mistletoe.;
biol. <em>Viscum album.</em>",,
,,,,,,
ENTRY,ᎤᏓᎵᎢ,udạlịʔi,n,His wife.,,
,ᎠᏆᏓᎵᎢ,a¹gwạdạlịʔi,,,,
note,"ᎿᏉ ᏂᎦᎥ ᎬᏂᎨᏒᏉᏃ ᏂᏚᏩᏁᎸ <u>ᎤᏓᎵᎢ</u>.
Wherefore at length he brake his mind to <u>his Wife</u> and Children.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
note,<strong>Note</strong>: ᎤᏓᏓ͓ + ᎠᎵᎢ.,,,,,
,,,,,,
ENTRY,ᎤᏓᎶᏒ,ụdalosv,n,Income.,,
,,,,,,
ENTRY,ᎤᏓᏁᎦᎸᏓ,ụdạnegạlvda,n,"Skinned place.;
A sore.",,
,,,,,,
ENTRY,ᎤᏓᏁᎳᏬᏓ,udạnelạwoda,n,"A scald place.;
Scalded.",,
,,,,,,
ENTRY,ᎤᏓᏁᎶᎲ,udạnelọhv,n,A bush.,,
,,,,,,
ENTRY,ᎤᏓᏅᏖᏗᎭ,udanhte³hdịha,vi,He is worrying.,,
,ᎠᏆᏓᏅᏖᏗᎭ,a¹gwạdanʔte³hdịha,,,,
,ᎤᏓᏅᏖᏓᏅᎢ,udanhte³hdạnv²³ʔi,,,,
,ᎤᏓᏅᏖᏗᏍᎪᎢ,udanhte³hdịsgo³ʔi,,,,
,ᏣᏓᏅᏖᏓ,tsadanhte³hda,,,,
,ᎤᏓᏅᏖᏚᏗ,udanhte³hduhdi,,,,
,,,,,,
ENTRY,ᎤᏓᏅᏙ,udando,n,His heart.,,
,ᎠᏆᏓᏅᏙ,a¹gwạdando,,,,
note,"ᎯᎠᏍᎩᏂ ᎧᏅᏑᎸ ᏴᏫ <u>ᎤᏓᏅᏙ</u> ᎦᏃᎮᏛ ᎣᏍᏛ ᎤᏬᏢᎯᏌᏁᎸᎯ ᏂᎨᏒᎾ.
This parlour is <u>the heart</u> of a man that was never sanctified by the sweet Grace of the Gospel.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎤᏓᏔᏅᎯ,ụdạtanṿhi,n,Berry.,,
note,"ᎠᎨᏴᏃ ᎯᎠ ᏄᏪᏎᎴ ᎢᎾᏛ; ᏰᎵᏉ ᎦᏲᎩᏂᎩᏍᏗ <u>ᎤᏓᏔᏅᎯ</u> ᎠᏫᏒᏗᏱ ᏥᏕᏡᎦ.
And the woman saith unto the serpent, 'Of <u>the fruit</u> of the trees of the garden we do eat,
[ᎼᏏ ᎢᎬᏱᏱ 3:2]",,,,,
,,,,,,
ENTRY,ᎤᏓᏣᎧᏗ,ụdatsạkdi,adj,Rough.,,
,,,,,,
ENTRY,ᎤᏓᏪᎳᎩᏍᏗ,udạwelạgịsdi,n,Burner on a stove.,,
,,,,,,
ENTRY,ᎤᏔᎶᎦ,utạloga,vi,He has his mouth open.,,
,ᎠᏆᏓᎶᎦ,a¹gwạdʔạloga,,,,
,ᎤᏔᎶᏅᎢ,utạloʔnv²³ʔi,,,,
,ᎤᏔᎶᎥᏍᎪᎢ,utạloʔṿsgo³ʔi,,,,
,ᏣᏔᎶᎥᎦ,tsatạloʔṿga,,,,
,ᎤᏔᎶᏗ,utạlohdi,,,,
,,,,,,
ENTRY,ᎤᏔᎶᎩ,ụtạlogi,n,"Kettle.;
His open mouth.",,
,,,,,,
ENTRY,ᎤᏔᎷᎩᎠ,uhtạlu³gịʔa,vi,"It is shining.;
It is reflecting.",,
,-,,,,,
,ᎤᏔᎷᎦᎥᎢ,uhtạlu³gạʔv²³ʔi,,,,
,ᎤᏔᎷᎩᏍᎪᎢ,uhtạlu³gịsgo³ʔi,,,,
,ᏭᏔᎷᎦᎦ,wuhtạlu³gaga,,,,
,ᎤᏔᎷᎪᏗ,uhtạlu³godi,,,,
,,,,,,
ENTRY,ᎤᏔᎷᎩᏍᎩ,ụtalugisgi,n,Satin.,,
,,,,,,
ENTRY,ᎤᏔᎾ,utạna,adj,"Grown-up.;
Big.",,
,,,,,,
ENTRY,ᎤᏔᏕᎩᎠ,uhtạdegịʔa,vi,He is thirsty.,x,
,ᎠᎩᏔᏕᎩᎠ,a¹ktạdegịʔa,,,Francis forms look incomplete,h- stem
,ᎤᏔᏕᎩᏒᎢ,uhtạdegịsv²³ʔi,,,,
,ᎤᏔᏕᎩᏍᎪᎢ,uhtạdegịsgo³ʔi,,,,
,ᏣᏔᏕᎩ,tsạhtạdegi,,,,
,ᎤᏔᏕᎩᏍᏗ,uhtạdegịsdi,,,,
note,"… ᎢᏳᏃ ᎩᎶ <u>ᎤᏔᏕᎩᏍᎨᏍᏗ</u>, ᎠᏴ ᏩᎩᎷᏥ, ᎠᎴ ᏩᏗᏔ.
… ‘If any one <u>doth thirst</u>, let him come unto me and drink;
[ᏣᏂ 7:37]",,,,,
,,,,,,
ENTRY,ᎤᏕᎦ,udega,vt,He is throwing it.,,
,ᎠᏆᏕᎦ,a¹gwạdega,,,,
,ᎤᏕᏒᎢ,udesv²³ʔi,,,,
,ᎤᏕᎪᎢ,udego³ʔi,,,,
,ᏣᏕᎦ,tsadeʔga,,,,
,-,,,,,
note,"… ᎭᏓᎦᏖᏙᎢᏍᎨᏍᏗ, ᎠᎴ <u>ᏣᏕᎨᏍᏗ</u>; …
… pluck it out and <u>cast from thee</u>, …
[ᎹᏚ 5:29]",,,,,
,,,,,,
ENTRY,ᎤᏕᎰᏌᏘ,udẹhọsạti,vi,He is bashful.,,
,ᎠᏆᏕᎣᏌᏘ,a¹gwạdẹʔọsạti,,,,
,ᎤᏕᎰᏌᏛᎢ,udẹhọsạtv²³ʔi,,,,
,ᎤᏕᎰᏌᏙᎢ,udẹhọsạto³ʔi,,,,
,ᏣᏕᎰᏌᏖᏍᏗ,tsadẹhọsạtẹsdi,,,,
,ᎤᏕᎰᏌᏖᏍᏗ,udẹhọsạtẹsdi,,,,
,,,,,,
ENTRY,ᎤᏕᎵᎦ,udelịga,vi,He is going out of sight.,,
,ᎠᏆᏕᎵᎦ,a¹gwạdelịga,,,,
,ᎤᏕᎵᏨᎢ,udelịtsv²³ʔi,,,,
,ᎤᏕᎵᎪᎢ,udelịgo³ʔi,,,,
,ᏣᏕᎵ,tsadeli,,,,
,ᎤᏕᎵᎢᏍᏗ,udelịʔisdi,,,,
,,,,,,
ENTRY,ᎤᏕᏅ,ụdenv,pt,"Birth.;
Born.;
Birthplace.",,
note,"ᏥᏌᏃ <u>ᎤᏕᏅ</u> ᎦᏚᏱ ᎦᏚᎲ ᏧᏗᏱ, …
And Jesus <u>having been born in</u> Beth-Lehem of Judea, …
[ᎹᏚ 2:1]",,,,,
,,,,,,
ENTRY,ᎤᏕᏗᏴᏌᏗᏒᎢ,udehdiyvsạdisvʔi,n,"In the year.;
During the year.",,
note,"ᏭᏕᏁ ᏏᏉᏯ ᎦᎵᏆᏚ ᏑᏓᎵᏍᎪ ᎦᎵᏉᎩ <u>ᎤᏕᏗᏴᏌᏗᏒᎢ</u>.
Sequoyah was born <u>in the year</u> 1767.
[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎤᏕᏘᏱᎭ,udẹtịyịha,vi,He has a birthday.,,
,ᎠᏆᏕᏘᏱᎭ,a¹gwạdetịyịha,,,,
,ᎤᏕᏘᏴᎲᎢ,udẹtịyṿhv²³ʔi,,,,
,ᎤᏕᏘᏱᎰᎢ,udẹtịyịho³ʔi,,,,
,ᏣᏕᏘᏯ,tsadẹtịya,,,,
,ᎤᏕᏘᏱᏗ,udẹtịyihdi,,,,
,,,,,,
ENTRY,ᎤᏗ,udi,n,Corn cob.,,
,,,,,,
ENTRY,ᎤᏗᎴᎩ,ụdịlegi,n,Fever.,,
,,,,,,
ENTRY,ᎤᏗᎴᎬᎢ,ụdịlegṿʔi,adj,"Heat.;
Hot.",,
,,,,,,
ENTRY,ᎤᏗᎴᎲᏍᎦ,udịlẹhvsga,vi,"He has a fever.;
He is feverish.",x,
,ᎠᎩᏗᎴᎥᏍᎦ,a¹gịdịlẹhvsga,,,,
,ᎤᏗᎴᏅᎢ,udịlehnv²³ʔi,,,INF does NOT end with Ꭿ!,
,ᎤᏗᎴᎲᏍᎪᎢ,udịlẹhvsgo³ʔi,,,,
,ᏣᏗᎴᎲᎦ,tsạdịlẹhvga,,,,
,ᎤᏗᎴᏗ,udịlẹhdi,,,,
,,,,,,
ENTRY,ᎤᏗᎵᏍᏗ,ụdihlịsdi,n,"Treacleberry.;
False solomon's seal.;
biol. <em>Maianthemum racemosum.</em>",,
,,,,,,
ENTRY,ᎤᏘᎾᎢ,utịnạʔi,n,His father's brother's wife.,,
,ᎠᏆᏘᎾᎢ,a¹gwatịnạʔi,,,,
,,,,,,
ENTRY,ᎤᏙ,udo,n,Her brother (female ego).,,
,ᎠᎩᏙ,a¹gịdo,,,,
note,"ᎤᏍᏗᎢ <u>ᎠᎩᏙ</u> ᎡᎭ. ᏥᎦᏴᎵᏯ ᏏᏅ <u>ᎠᎩᏙ</u> ᎨᏒᎢ.
I have a baby <u>brother</u>. I am older than <u>my brother</u>.
[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎤᏙ,uto,n,Her sister's daughter (female ego).,,
,ᎠᏆᏙ,a¹gwato,,,,
,,,,,,
ENTRY,ᎤᏙᎯ,udohi,n,His sister (male ego).,,
,ᎠᎩᏙᎯ,a¹gịdohi,,,,
,,,,,,
ENTRY,ᎤᏙᎳᏂ,ụdolạni,n,"Smooth shadbush.;
Allegheny serviceberry.;
Serviceberry.;
biol. <em>Amelanchier laevis.</em>",,
,,,,,,
ENTRY,ᎤᏙᏓ,udoda,n,"Father.;
Father's brother.",,
,ᎠᎩᏙᏓ,a¹gịdoda,,,,
note,"ᎩᎳᏉᏃ ᎢᏴᏛ ᏚᏂᏲᏎ ᏥᏳ ᎠᎴ <u>ᎤᏂᏙᏓ</u>, ᎠᎴ ᎬᏩᏍᏓᏩᏛᏎᎢ.
and they, immediately, having left the boat and <u>their father</u>, did follow him.
[ᎹᏚ 4:22]",,,,,
,,,,,,
ENTRY,ᎤᏙᏓᏆᎠ,udo³dạgwạʔa,vi,He is having a holiday.,x,
,ᎠᏆᏙᏓᏆᎠ,a¹gwạdo³dạgwạʔa,,,Changed PAST to match Francis.,Cool
,ᎤᏙᏓᏆᏒᎢ,udo³dạgwạsv²³ʔi,,,,
,ᎤᏙᏓᏆᏍᎪᎢ,udo³dạgwạsgo³ʔi,,,,
,ᏣᏙᏓᏆ,tsado³dạgwa,,,,
,ᎤᏙᏓᏆᏍᏗ,udo³dạgwạsdi,,,,
,,,,,,
ENTRY,ᎤᏙᏗᏍᎬ,ụdodisgv,pt,In the shade.,,
,,,,,,
ENTRY,ᎤᏙᏛᏆᏛ,ụdodṿgwạdv,n,Day.,,
,,,,,,
ENTRY,ᎤᏙᏪᎸᎢ,ụdowelṿʔi,n,Birth mark.,,
,,,,,,
ENTRY,ᎤᏙᏳ,ụdohyu,pt,Very.,,
,,,,,,
ENTRY,ᎤᏚᎢᏍᎦ,ụduʔisga,adj,Dotted.,,
,,,,,,
ENTRY,ᎤᏚᎦ,utuga,vt,He owes someone.,,
,ᎠᎩᏚᎦ,a¹gịdʔuga,,,,
,ᎤᏚᏅᎢ,utuʔnv²³ʔi,,,,
,ᎤᏚᎪᎢ,utugo³ʔi,,,,
,ᏣᏚᎥᎦ,tsạtuʔvga,,,,
,ᎤᏚᏗ,utuhdi,,,,
note,"… ᎢᎬᏱᏱᏃ ᎯᎠ ᏄᏪᏎᎴᎢ, ᎢᎳᎪ ᎢᎦᎢ <u>ᏣᏚᎦ</u> ᎠᎩᏅᏏᏙᎯ.
… he said to the first, How much <u>dost thou owe</u> to my lord?
[ᎷᎦ 16:5]",,,,,
,,,,,,
ENTRY,ᎤᏚᎵᎭ,udu³liha,vt,He is wanting it.,,
,ᎠᏆᏚᎵᎠ,a¹gwạdu³lịʔa,,,,
,ᎤᏚᎸᎲᎢ,udu³lvhv²³ʔi,,,,
,ᎤᏚᎵᏍᎪᎢ,udu³lisgo³ʔi,,,,
,ᏣᏚᎳ,tsadu³la,,,,
,ᎤᏚᎵᏗ,udu³hldi,,,,
note,"ᎠᏂᎨᏯ ᎤᎾᏓᏍᏓᏴᏗ <u>ᎤᎾᏚᎵᎭ</u> ᎠᏂᏍᎦᏯ.
The men <u>want</u> the women to cook.
[King pg 115]",,,,,
,,,,,,
ENTRY,ᎤᏚᎵᏗᎭ,uduhldịha,vi,He has an inclination to.,,
,ᎠᏆᏚᎵᏗᎭ,a¹gwạdụʔldịha,,,,
,ᎤᏚᎵᏔᏅᎢ,uduhltạʔnv²³ʔi,,,,
,ᎤᏚᎵᏗᏍᎪᎢ,uduhldịsgo³ʔi,,,,
,ᏣᏚᎵᏓ,tsaduhlda,,,,
,ᎤᏚᎵᏙᏗ,uduhldohdi,,,,
,,,,,,
ENTRY,ᎤᏚᏓᎳ,udu³dạʔla,vi,He is responsible for or to.,,
,ᎠᏆᏚᏓᎳ,a¹gwạdu³dạʔla,,,,
,ᎤᏚᏓᎸᎥᎢ,udu³dạʔlṿʔv²³ʔi,,,,
,ᎤᏚᏓᎶᎢ,udu³dạʔlo³ʔi,,,,
,ᏣᏚᏓᎸᎥᎦ,tsadu³dạʔlṿʔṿga,,,,
,ᎤᏚᏓᎸᏗ,udu³dạʔlvdi,,,,
,,,,,,
ENTRY,ᎤᏚᏚ,ududu,n,His mother's father.,,
,ᎠᎩᏚᏚ,a¹gịdudu,,,,
,,,,,,
ENTRY,ᎤᏚᏥ,udutsi,n,His mother's brother.,,
,ᎠᎩᏚᏥ,a¹gịdutsi,,,,
,,,,,,
ENTRY,ᎤᏚᏥ,udutsi,n,His uncle.,,
,ᎠᎩᏚᏥ,a¹gịdutsi,,,,
,,,,,,
ENTRY,ᎤᏛᎳᎦᏍᏛᏅ,udvlạgsdṿnv,n,His broken bone.,,
,ᎠᏆᏛᎳᎦᏍᏛᏅ,a¹gwạdvlạgsdṿnv,,,,
,,,,,,
ENTRY,ᎤᏛᏃ,udṿno,n,A sheet sling used to carry a baby on one's back.,,
,,,,,,
ENTRY,ᎤᏛᏐᏅ,utvsọnv,n,"Man, elderly.;
Patriarch.",,
,ᎠᏆᏛᏐᏅ,a¹gwạtvsọnv,,,,
,,,,,,
ENTRY,ᎤᏣᎳ,utsạla,n,"Pot scrapings.;
Lichen(s).;
biol. <em>All Varieties.</em>",,
,,,,,,
ENTRY,ᎤᏣᎴᏍᏗ,utsạlesdi,n,"Flour.;
Wheat bread.",,
note,"ᏔᎵᏁ ᎤᏂᎦᎵᏎ <u>ᎤᏣᎴᏍᏗ</u>.
Second they are cutting <u>the wheat</u>.
[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎤᏣᏘ,ụtsati,pt,Much.,,
note,"ᎠᎴ <u>ᎤᏣᏘ</u> ᎡᎯᏍᏗ ᎤᏓᏅᏛᎩ;
and <u>greatly</u> distressed in his mind;
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎤᏤᎦ,utse³ga,vi,He is taking revenge.,,
,ᎠᏆᏤᎦ,a¹gwạtse³ga,,,,
,ᎤᏤᏨᎢ,utse³ʔtsv²³ʔi,,,,
,ᎤᏤᎪᎢ,utse³go³ʔi,,,,
,ᏣᏤᎩ,tsatse³ʔgi,,,,
,ᎤᏤᎢᏍᏗ,utse³ʔisdi,,,,
,,,,,,
ENTRY,ᎤᏤᎵ,utseli,n,"His.;
Hers.;
Ownership.;
Possession.",,
,ᎠᏆᏤᎵ,a¹gwạtseli,,,,
note,"“ᎫᏇ? ᎫᏇ! ᎭᏢ <u>ᎠᏆᏤᎵ</u> ᎠᏤᏡᎯᏍᏗ?”
“Quail? Quail! Where is <u>my</u> whistle?”
[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎤᏤᏌᏗ,ụtsesadi,n,Overalls.,,
,,,,,,
ENTRY,ᎤᏤᏥᏍᏗ,utsedsdi,n,"Opossum.;
biol. <em>Didelphis virginiana.</em>",,
,,,,,,
ENTRY,ᎤᏤᏫᎠ,utsewịʔa,vt,He is spilling a non-liquid.,,
,ᎠᏆᏤᏫᎠ,a¹gwạtsewịʔa,,,,
,ᎤᏤᏫᎥᎢ,utsewiv²³ʔi,,,,
,ᎤᏤᏫᏍᎪᎢ,utsewịsgo³ʔi,,,,
,ᏣᏤᏩ,tsatsewa,,,,
,ᎤᏤᏩᏍᏗ,utsewạsdi,,,,
,,,,,,
ENTRY,ᎤᏥ,utsi,n,"His mother.;
His mother's sister.",,
,ᎠᎩᏥ,a¹gịtsi,,,,
note,"ᎠᏓᏫᏃ ᎢᏫ ᏚᏬᎡ ᎤᏓᎵᎢ, ᏂᎦᏛᏰᏃ ᏴᏫ ᏗᏅᏃᏛ ᎾᏍᎩ <u>ᎤᏂᏥ</u> ᎨᏎᎢ.
And the man calleth his wife's name Eve: for she hath been <u>mother</u> of all living.
[ᎼᏏ ᎢᎬᏱᏱ 3:20]",,,,,
,,,,,,
ENTRY,ᎤᏥᎸ,utsịʔlv,n,"Cotton.;
Hot pepper.",,
,,,,,,
ENTRY,ᎤᏥᎹ,utsịʔma,n,"Gray catbird.;
biol. <em>Dumetella carolinensis.</em>",,
,,,,,,
ENTRY,ᎤᏥᏓᎳᏗᎠ,utsdạlạdịʔa,vi,He has a sore.,,
,ᎠᎩᏥᏓᎳᏗᎠ,a¹gịdʔsdạlạdịʔa,,,,
,ᎤᏥᏓᎳᏛᎢ,utsdạlạdv²³ʔi,,,,
,ᎤᏥᏓᎳᏗᏍᎪᎢ,utsdạlạdịsgo³ʔi,,,,
,ᏣᏥᏓᎳᏓ,tsạtsdạlạda,,,,
,ᎤᏥᏓᎳᏗᏍᏗ,utsdạlạdịsdi,,,,
,,,,,,
ENTRY,ᎤᏥᏣᏗ,ụtsitsạdi,n,Corn tassel.,,
,,,,,,
ENTRY,ᎤᏦᎢ,utsoʔi,n,His daughter-in-law.,,
,ᎠᎩᏦᎢ,a¹gịtsoʔi,,,,
,,,,,,
ENTRY,ᎤᏦᎦ,utsoga,vt,He is unable to find.,,
,ᎠᏆᏦᎦ,a¹gwạtsoga,,,,
,ᎤᏦᎨᏍᏛᎢ,utsogesdv²³ʔi,,,,
,ᎤᏦᎪᎢ,utsogo³ʔi,,,,
,ᏣᏦᎨᏍᏗ,tsatsogesdi,,,,
,ᎤᏦᎨᏍᏗ,utsogesdi,,,,
,,,,,,
ENTRY,ᎤᏦᎾᏗ,utsonạdi,n,"Timber rattlesnake.;
biol. <em>Crotalus horridus.</em>",,
,,,,,,
ENTRY,ᎤᏦᏁᏗ,ụtsonedi,n,"Purple finch.;
biol. <em>Haemorhous purpureus.</em>",,
,,,,,,
ENTRY,ᎤᏦᏅᎯᏓ,ụtsonṿhida,n,Soot.,,
,,,,,,
ENTRY,ᎤᏧᎩ,ụtsugi,n,"Tufted titmouse.;
biol. <em>Baeolophus bicolor.</em>",,
,,,,,,
ENTRY,ᎤᏧᏬᏗ,ụtsuwọdi,n,Moccasin.,,
,,,,,,
ENTRY,ᎤᏨᎦ,uhtsvga,vi,He is sick.,,
,ᎠᎩᏨᎦ,a¹gịtsvga,,,,
,ᎤᏨᏨᎢ,uhtsvʔtsv²³ʔi,,,,
,ᎤᏨᎪᎢ,uhtsvgo³ʔi,,,,
,ᏣᏨᎩ,tshtsvʔgi,,,,
,ᎤᏨᎢᏍᏗ,uhtsvʔịsdi,,,,
,,,,,,
ENTRY,ᎤᏨᎬ,utsvgv,n,Sickness.,,
,ᎠᎩᏨᎬ,a¹gtsvgv,,,,
,,,,,,
ENTRY,ᎤᏩᎦ,uwạga,n,"Passion flower.;
Purple passionflower.;
Maypop.;
Wild passion vine.;
biol. <em>Passiflora incarnata.</em>",,
,,,,,,
ENTRY,ᎤᏩᎧᎭ,uwakạha,vi,He has it (something alive).,(all forms of 'having' missing in WCU),also: ᎤᎧᎭ ukạha 
,ᎠᎩᎧᎠ,a¹gikạʔa,,,,
,ᎤᏩᎧᎮᏍᏛᎢ,uwakạhesdv²³ʔi,,,,
,ᎤᏩᎧᎰᎢ,uwakạho³ʔi,,,,
,ᏣᎧᎮᏍᏗ,tsakạhesdi,,,,
,ᎤᏩᎪᏗ,uwakdi,,,,
note,"… ᎠᎴ ᎾᏍᏉ ᏣᎬᏫᏳᎯ <u>ᏕᏣᎧᎭ</u> ᎦᎾᏝᎢ ᏦᎩᎾᏢᏅᎯ; ᎥᏝ ᎿᏉ ᎪᎱᏍᏗ ᏲᎦᏘᏰᎭ ᎯᎦᏔᎲ ᏣᎬᏫᏳᎯ, ᏦᏥᏰᎸ ᎠᎴ ᎦᏓ ᏙᎩᎲ ᎤᏩᏒ.
… and <u>possession of</u> the cattle [is] unto my lord, there hath not been left before my lord save our bodies, and our ground;
[ᎼᏏ ᎢᎬᏱᏱ 47:18]",,,,,
,,,,,,
ENTRY,ᎤᏮᎨᏫᏍᎦ,uwṿhkẹ³whsga,vt,He is forgetting it.,x,
,ᎠᏋᎨᏫᏍᎦ,a¹gwṿhkẹ³whsga,,,"TLW verified against HFrancis, made updates to 3prs Sing forms. ","See Cook p. 32-35. u:- + v: = u:wa:  However, this is a short /ṿ/, so /uw/ṿ/.  5/30/20 Western differs. "
,ᎤᏮᎨᏫᏒᎢ,uwṿhkẹ³whsv²³ʔi,,,,
,ᎤᏮᎨᏫᏍᎪᎢ,uwṿhkẹ³whsgo³ʔi,,,,
,ᏨᎨᏩ,tsṿhkẹ³wa,,,,
,ᎤᏮᎨᏫᏍᏗ,uwṿhkẹ³whsdi,,,,
,,,,,,
